ESNTL_ID,MLSFC_NM,FCLTY_NM,CTPRVN_NM,SIGNGU_NM,FCLTY_ROAD_NM_ADDR,LNM_ADDR,ADIT_DC
KCOCFPO23N000000291,문화시설,전주콩나물해장국,서울특별시,성동구,서울특별시 성동구 고산자로6길 40 (행당동),서울특별시 성동구 행당동 140 행당동 레몬프라자,할인적용최소연령 : 70
KCOCFPO23N000000293,문화시설,일품백송칼국수,서울특별시,성동구,서울특별시 성동구 고산자로12길 1-1 (행당동),서울특별시 성동구 행당동 264,할인적용최소연령 : 70
KCOCFPO23N000000294,문화시설,원할머니보쌈 족발 행당점,서울특별시,성동구,서울특별시 성동구 왕십리로21다길 39 (행당동),서울특별시 성동구 행당동 309-13 예정피아노학원,할인적용최소연령 : 70
KCOCFPO23N000000297,문화시설,블랙앤드 압구정,서울특별시,성동구,서울특별시 성동구 행당로 75 (행당동),서울특별시 성동구 행당동 347 행당동 대림아파트,할인적용최소연령 : 70
KCOCFPO23N000000299,문화시설,황소곱창,서울특별시,성동구,서울특별시 성동구 마조로5길 3 (행당동),서울특별시 성동구 행당동 19-50,할인적용최소연령 : 70
KCOCFPO23N000000300,문화시설,연주식당,서울특별시,성동구,서울특별시 성동구 무학로8길 2 (홍익동),서울특별시 성동구 홍익동 373,할인적용최소연령 : 70
KCOCFPO23N000000301,문화시설,돈떼목장,서울특별시,영등포구,서울특별시 영등포구 영등포로 384-1 (신길동),서울특별시 영등포구 신길동 65-40 삼덕빌딩,할인적용최소연령 : 65
KCOCFPO23N000000302,문화시설,참살이 남원 추어탕,서울특별시,영등포구,서울특별시 영등포구 영등포로72길 3 (신길동),서울특별시 영등포구 신길동 95-66,할인적용최소연령 : 65
KCOCFPO23N000000303,문화시설,씨채널안경원,서울특별시,영등포구,서울특별시 영등포구 도신로64길 1 (신길동),서울특별시 영등포구 신길동 110-46,할인적용최소연령 : 65
KCOCFPO23N000000304,문화시설,정다운오리,서울특별시,영등포구,서울특별시 영등포구 영등포로72길 7 (신길동),서울특별시 영등포구 신길동 95-51,할인적용최소연령 : 65
KCOCFPO23N000000305,문화시설,오시오상회,서울특별시,영등포구,서울특별시 영등포구 도신로60길 7 (신길동),서울특별시 영등포구 신길동 116-15,할인적용최소연령 : 65
KCOCFPO23N000000306,문화시설,한성부동산,서울특별시,영등포구,서울특별시 영등포구 도신로60길 18 (신길동),서울특별시 영등포구 신길동 137-9,할인적용최소연령 : 65
KCOCFPO23N000000307,문화시설,심공인중개사사무소,서울특별시,영등포구,서울특별시 영등포구 영등포로 374-1 (신길동),서울특별시 영등포구 신길동 95-260,할인적용최소연령 : 65
KCOCFPO23N000000308,문화시설,엔돌핀 노래방,서울특별시,영등포구,서울특별시 영등포구 도신로 258 (신길동),서울특별시 영등포구 신길동 100-21,할인적용최소연령 : 65
KCOCFPO23N000000309,문화시설,대신부동산,서울특별시,영등포구,서울특별시 영등포구 도신로56길 16 (신길동),서울특별시 영등포구 신길동 153-18,할인적용최소연령 : 65
KCOCFPO23N000000310,문화시설,삼화페인트공사,서울특별시,영등포구,서울특별시 영등포구 도신로 238 (신길동),서울특별시 영등포구 신길동 110-21,할인적용최소연령 : 65
KCOCFPO23N000000311,문화시설,시골순대,서울특별시,영등포구,서울특별시 영등포구 도신로64길 16-1 (신길동),서울특별시 영등포구 신길동 113-29,할인적용최소연령 : 65
KCOCFPO23N000000312,문화시설,본죽신길 성애병원점,서울특별시,영등포구,서울특별시 영등포구 영등포로84길 12 (신길동),서울특별시 영등포구 신길동 73-12,할인적용최소연령 : 65
KCOCFPO23N000000313,문화시설,필노래연습장,서울특별시,영등포구,서울특별시 영등포구 도신로 94 (신길동),서울특별시 영등포구 신길동 294-8 문덕빌딩,할인적용최소연령 : 65
KCOCFPO23N000000314,문화시설,아이스쿨안경,서울특별시,영등포구,서울특별시 영등포구 도림로 318 (신길동),서울특별시 영등포구 신길동 355-535,할인적용최소연령 : 65
KCOCFPO23N000000315,문화시설,안경나라(신길점),서울특별시,영등포구,서울특별시 영등포구 가마산로 455 (신길동),서울특별시 영등포구 신길동 323,할인적용최소연령 : 65
KCOCFPO23N000000316,문화시설,오케이 이마트안경,서울특별시,영등포구,서울특별시 영등포구 신길로 165 (신길동),서울특별시 영등포구 신길동 233-1,할인적용최소연령 : 65
KCOCFPO23N000000317,문화시설,59익스프레스,서울특별시,영등포구,서울특별시 영등포구 가마산로67길 6-21 (신길동),서울특별시 영등포구 신길동 265-2,할인적용최소연령 : 65
KCOCFPO23N000000318,문화시설,쌈사랑 쌈밥,서울특별시,영등포구,서울특별시 영등포구 신길로39길 8-2 (신길동),서울특별시 영등포구 신길동 256-11,할인적용최소연령 : 65
KCOCFPO23N000000319,문화시설,부자집,서울특별시,영등포구,서울특별시 영등포구 신길로39길 16 (신길동),서울특별시 영등포구 신길동 272-3,할인적용최소연령 : 65
KCOCFPO23N000000320,문화시설,신풍열쇠,서울특별시,영등포구,서울특별시 영등포구 가마산로 443 (신길동),서울특별시 영등포구 신길동 325-80,할인적용최소연령 : 65
KCOCFPO23N000000321,문화시설,강경식당,서울특별시,영등포구,서울특별시 영등포구 가마산로65길 2 (신길동),서울특별시 영등포구 신길동 321-11,할인적용최소연령 : 65
KCOCFPO23N000000322,문화시설,오페라 미용실,서울특별시,영등포구,서울특별시 영등포구 가마산로65길 30 (신길동),서울특별시 영등포구 신길동 298-27,할인적용최소연령 : 65
KCOCFPO23N000000323,문화시설,다 보이는 세상,서울특별시,영등포구,서울특별시 영등포구 도림로 326 (신길동),서울특별시 영등포구 신길동 363-4,할인적용최소연령 : 65
KCOCFPO23N000000704,문화시설,부부중국식품점,서울특별시,영등포구,서울특별시 영등포구 영등포로72길 15 (신길동),서울특별시 영등포구 신길동 95-78,할인적용최소연령 : 65
KCOCFPO23N000000705,문화시설,현진기업,서울특별시,영등포구,서울특별시 영등포구 도신로56길 21-11 (신길동),서울특별시 영등포구 신길동 149-1,할인적용최소연령 : 65
KCOCFPO23N000000706,문화시설,티엠비바베큐,서울특별시,영등포구,서울특별시 영등포구 여의대방로53길 30 (신길동),서울특별시 영등포구 신길동 89-167,할인적용최소연령 : 65
KCOCFPO23N000000707,문화시설,또랑,서울특별시,영등포구,서울특별시 영등포구 영등포로84길 9 (신길동),서울특별시 영등포구 신길동 450-17,할인적용최소연령 : 65
KCOCFPO23N000000708,문화시설,방화골 순대보쌈,서울특별시,영등포구,서울특별시 영등포구 영등포로84길 18 (신길동),서울특별시 영등포구 신길동 466-4,할인적용최소연령 : 65
KCOCFPO23N000000709,문화시설,대부도바지락칼국수,서울특별시,영등포구,서울특별시 영등포구 영등포로86가길 12 (신길동),서울특별시 영등포구 신길동 468-3,할인적용최소연령 : 65
KCOCFPO23N000000710,문화시설,화로마당,서울특별시,영등포구,서울특별시 영등포구 도신로68길 8 (신길동),서울특별시 영등포구 신길동 110-26,할인적용최소연령 : 65
KCOCFPO23N000000711,문화시설,삼성신길종합전시,서울특별시,영등포구,서울특별시 영등포구 도신로62길 15 (신길동),서울특별시 영등포구 신길동 119-21,할인적용최소연령 : 65
KCOCFPO23N000000712,문화시설,임마누엘 미용실,서울특별시,영등포구,서울특별시 영등포구 도신로60길 15-12 (신길동),서울특별시 영등포구 신길동 117-11,할인적용최소연령 : 65
KCOCFPO23N000000713,문화시설,신길축산 육류직매장,서울특별시,영등포구,서울특별시 영등포구 도신로60길 15-14 (신길동),서울특별시 영등포구 신길동 117-1 신도빌딩,할인적용최소연령 : 65
KCOCFPO23N000000714,문화시설,토방골,서울특별시,영등포구,서울특별시 영등포구 도신로64길 5-1 (신길동),서울특별시 영등포구 신길동 110-16,할인적용최소연령 : 65
KCOCFPO23N000000761,문화시설,이완헤어(이용원),서울특별시,영등포구,서울특별시 영등포구 여의대방로53길 35 (신길동),서울특별시 영등포구 신길동 88-3,할인적용최소연령 : 65
KCOCFPO23N000000892,문화시설,대명이용원,서울특별시,광진구,서울특별시 광진구 아차산로 343 (자양동),서울특별시 광진구 자양동 774-14,할인적용최소연령 : 65
KCOCFPO23N000000893,문화시설,한빛 미용실,서울특별시,광진구,서울특별시 광진구 자양로15길 51 (자양동),서울특별시 광진구 자양동 625,할인적용최소연령 : 65
KCOCFPO23N000000894,문화시설,정다믄김밥,서울특별시,광진구,서울특별시 광진구 자양로13길 22 (자양동),서울특별시 광진구 자양동 624-29,할인적용최소연령 : 65
KCOCFPO23N000000895,문화시설,CF세탁소,서울특별시,광진구,서울특별시 광진구 아차산로 327-3 (자양동),서울특별시 광진구 자양동 773-7,할인적용최소연령 : 65
KCOCFPO23N000000896,문화시설,리나헤어,서울특별시,광진구,서울특별시 광진구 자양로 42 (자양동),서울특별시 광진구 자양동 681-40 동남빌딩,할인적용최소연령 : 65
KCOCFPO23N000000897,문화시설,수빈식당,서울특별시,광진구,서울특별시 광진구 자양로5길 22 (자양동),서울특별시 광진구 자양동 679-34,할인적용최소연령 : 65
KCOCFPO23N000000980,문화시설,금돼지,서울특별시,성동구,서울특별시 성동구 성수일로12길 25 (성수동2가),서울특별시 성동구 성수동2가 299-192 건우약국,할인적용최소연령 : 70
KCOCFPO23N000000981,문화시설,조계현칼국수,서울특별시,성동구,서울특별시 성동구 성수일로12길 26 (성수동2가),서울특별시 성동구 성수동2가 289-18 서울숲 코리아IT센터,할인적용최소연령 : 70
KCOCFPO23N000000982,문화시설,한경화설렁탕,서울특별시,성동구,서울특별시 성동구 아차산로13길 48 (성수동2가),서울특별시 성동구 성수동2가 280-22 신원개발,할인적용최소연령 : 70
KCOCFPO23N000000983,문화시설,명가,서울특별시,성동구,서울특별시 성동구 아차산로17길 26 (성수동2가),서울특별시 성동구 성수동2가 279-46 규장각빌딩,할인적용최소연령 : 70
KCOCFPO23N000000984,문화시설,무등산,서울특별시,성동구,서울특별시 성동구 성덕정길 150 (성수동2가),서울특별시 성동구 성수동2가 209-1,할인적용최소연령 : 70
KCOCFPO23N000000985,문화시설,복돼지 두루치기,서울특별시,성동구,서울특별시 성동구 광나루로 303-1 (송정동),서울특별시 성동구 송정동 67-11,할인적용최소연령 : 70
KCOCFPO23N000000986,문화시설,아랫목식당,서울특별시,성동구,서울특별시 성동구 송정14길 14-1 (송정동),서울특별시 성동구 송정동 73-600,할인적용최소연령 : 70
KCOCFPO23N000000988,문화시설,무한장어,서울특별시,성동구,서울특별시 성동구 왕십리로 327 (하왕십리동),서울특별시 성동구 하왕십리동 966-14,할인적용최소연령 : 70
KCOCFPO23N000000989,문화시설,함흥냉면전문점,서울특별시,성동구,서울특별시 성동구 무학봉16길 1 (하왕십리동),서울특별시 성동구 하왕십리동 975-36,할인적용최소연령 : 70
KCOCFPO23N000000990,문화시설,어사랑 밥상,서울특별시,성동구,서울특별시 성동구 왕십리로20길 13 (도선동),서울특별시 성동구 도선동 80,할인적용최소연령 : 70
KCOCFPO23N000000991,문화시설,친구친구,서울특별시,성동구,"서울특별시 성동구 무학로6길 50 (도선동, 성동삼성쉐르빌)",서울특별시 성동구 도선동 69 성동삼성쉐르빌,할인적용최소연령 : 70
KCOCFPO23N000000992,문화시설,자금성,서울특별시,성동구,서울특별시 성동구 마장로 228-24 (홍익동),서울특별시 성동구 홍익동 122-9,할인적용최소연령 : 70
KCOCFPO23N000000993,문화시설,푸른물고기,서울특별시,성동구,서울특별시 성동구 무학로2나길 28 (도선동),서울특별시 성동구 도선동 185-28,할인적용최소연령 : 70
KCOCFPO23N000000994,문화시설,황토밭왕족발,서울특별시,성동구,서울특별시 성동구 왕십리로20길 8 (도선동),서울특별시 성동구 도선동 29 태영빌딩,할인적용최소연령 : 70
KCOCFPO23N000000995,문화시설,대촌정,서울특별시,성동구,서울특별시 성동구 마장로23길 4 (홍익동),서울특별시 성동구 홍익동 112,할인적용최소연령 : 70
KCOCFPO23N000000996,문화시설,도선동똥돼지,서울특별시,성동구,서울특별시 성동구 마장로 202 (홍익동),서울특별시 성동구 홍익동 334,할인적용최소연령 : 70
KCOCFPO23N000000997,문화시설,해물짬뽕,서울특별시,성동구,서울특별시 성동구 왕십리로24길 3 (도선동),서울특별시 성동구 도선동 253-5,할인적용최소연령 : 70
KCOCFPO23N000000998,문화시설,꽃보다족발,서울특별시,성동구,서울특별시 성동구 왕십리로24길 16 (도선동),서울특별시 성동구 도선동 163,할인적용최소연령 : 70
KCOCFPO23N000000999,문화시설,남원골추어탕,서울특별시,성동구,서울특별시 성동구 왕십리로24길 25 (도선동),서울특별시 성동구 도선동 168 에스더블유 그레이,할인적용최소연령 : 70
KCOCFPO23N000001000,문화시설,왕십리정부네 곱창,서울특별시,성동구,서울특별시 성동구 고산자로 287 (홍익동),서울특별시 성동구 홍익동 128-3,할인적용최소연령 : 70
KCOCFPO23N000001001,문화시설,황토밭감자탕,서울특별시,성동구,서울특별시 성동구 무학로2길 50 (도선동),서울특별시 성동구 도선동 40,할인적용최소연령 : 70
KCOCFPO23N000001002,문화시설,맛나곱창,서울특별시,성동구,서울특별시 성동구 고산자로 281-1 (홍익동),서울특별시 성동구 홍익동 130-1,할인적용최소연령 : 70
KCOCFPO23N000001008,문화시설,동해,서울특별시,성동구,서울특별시 성동구 청계천로10가길 76 (마장동),서울특별시 성동구 마장동 465-7 위드유빌딩,할인적용최소연령 : 70
KCOCFPO23N000001009,문화시설,비어오크,서울특별시,성동구,서울특별시 성동구 마장로 296 (마장동),서울특별시 성동구 마장동 791-9 봉호빌딩,할인적용최소연령 : 70
KCOCFPO23N000001010,문화시설,명품부대찌개,서울특별시,성동구,서울특별시 성동구 마장로 308 (마장동),서울특별시 성동구 마장동 782-2,할인적용최소연령 : 70
KCOCFPO23N000001011,문화시설,더진국 한양대점,서울특별시,성동구,서울특별시 성동구 마조로 7 (행당동),서울특별시 성동구 행당동 19-101,할인적용최소연령 : 70
KCOCFPO23N000001012,문화시설,뚝심,서울특별시,성동구,서울특별시 성동구 뚝섬로 338 (성수동1가),서울특별시 성동구 성수동1가 72-130 정인빌딩,할인적용최소연령 : 70
KCOCFPO23N000001013,문화시설,나나활어회,서울특별시,성동구,서울특별시 성동구 왕십리로8길 6 (성수동1가),서울특별시 성동구 성수동1가 656-449 YG FOREST,할인적용최소연령 : 70
KCOCFPO23N000001015,문화시설,이북집찹쌀순대,서울특별시,성동구,서울특별시 성동구 상원2길 5 (성수동1가),서울특별시 성동구 성수동1가 14-57,할인적용최소연령 : 70
KCOCFPO23N000001016,문화시설,정가네,서울특별시,성동구,서울특별시 성동구 왕십리로4길 22-1 (성수동1가),서울특별시 성동구 성수동1가 656-676,할인적용최소연령 : 70
KCOCFPO23N000001019,문화시설,한촌설렁탕성수뚝도점,서울특별시,성동구,서울특별시 성동구 뚝섬로 389 (성수동2가),서울특별시 성동구 성수동2가 339-1 성수동빌딩,할인적용최소연령 : 70
KCOCFPO23N000001020,문화시설,황소미가,서울특별시,성동구,서울특별시 성동구 성덕정17길 4-1 (성수동2가),서울특별시 성동구 성수동2가 566-34,할인적용최소연령 : 70
KCOCFPO23N000001021,문화시설,가야성,서울특별시,성동구,서울특별시 성동구 성덕정17길 5 (성수동2가),서울특별시 성동구 성수동2가 565-18,할인적용최소연령 : 70
KCOCFPO23N000001022,문화시설,돼지가 미소지을때,서울특별시,성동구,서울특별시 성동구 성수이로 82 (성수동2가),서울특별시 성동구 성수동2가 317-9,할인적용최소연령 : 70
KCOCFPO23N000001023,문화시설,서울맛집,서울특별시,성동구,서울특별시 성동구 아차산로13길 16 (성수동2가),서울특별시 성동구 성수동2가 277-101 성수동램킨중흥S클래스오피스텔,할인적용최소연령 : 70
KCOCFPO23N000001024,문화시설,유향소,서울특별시,성동구,서울특별시 성동구 광나루로 248-1 (성수동2가),서울특별시 성동구 성수동2가 289-175,할인적용최소연령 : 70
KCOCFPO23N000001047,문화시설,챠밍헤어센스미용실,서울특별시,성동구,서울특별시 성동구 고산자로8길 16-1 (행당동),서울특별시 성동구 행당동 117-5 충실교회,할인적용최소연령 : 70
KCOCFPO23N000001048,문화시설,태헌뷰티헤어,서울특별시,성동구,서울특별시 성동구 행당로 133 (행당동),서울특별시 성동구 행당동 318-28,할인적용최소연령 : 70
KCOCFPO23N000001120,문화시설,마이헤어 왕십리점,서울특별시,성동구,서울특별시 성동구 왕십리로21길 4 (행당동),서울특별시 성동구 행당동 286-74,할인적용최소연령 : 70
KCOCFPO23N000001121,문화시설,미세즈주,서울특별시,성동구,서울특별시 성동구 독서당로46길 38-1 (금호동4가),서울특별시 성동구 금호동4가 525-2,할인적용최소연령 : 70
KCOCFPO23N000001122,문화시설,박진희헤어필,서울특별시,성동구,서울특별시 성동구 행당로 2 (금호동1가),서울특별시 성동구 금호동1가 506-1,할인적용최소연령 : 70
KCOCFPO23N000001124,문화시설,서울숲참숫가마사우나,서울특별시,성동구,서울특별시 성동구 서울숲길 54 (성수동1가),서울특별시 성동구 성수동1가 685-54 성수 그린빌,할인적용최소연령 : 70
KCOCFPO23N000001130,문화시설,아씨,서울특별시,성동구,서울특별시 성동구 고산자로8길 23-1 (행당동),서울특별시 성동구 행당동 138-41,할인적용최소연령 : 70
KCOCFPO23N000001131,문화시설,앙포레헤어,서울특별시,성동구,서울특별시 성동구 마장로39가길 14 (마장동),서울특별시 성동구 마장동 772-2,할인적용최소연령 : 70
KCOCFPO23N000001132,문화시설,오땡큐,서울특별시,성동구,서울특별시 성동구 동호로2길 27-1 (금호동4가),서울특별시 성동구 금호동4가 1377,할인적용최소연령 : 70
KCOCFPO23N000001134,문화시설,월드사우나,서울특별시,성동구,서울특별시 성동구 독서당로 270 (금호동4가),서울특별시 성동구 금호동4가 800 금호동 대우아파트,할인적용최소연령 : 65
KCOCFPO23N000001136,문화시설,응봉헤어라인,서울특별시,성동구,서울특별시 성동구 독서당로62길 18-14 (응봉동),서울특별시 성동구 응봉동 201-15,할인적용최소연령 : 70
KCOCFPO23N000001137,문화시설,정아,서울특별시,성동구,서울특별시 성동구 청계천로12길 32-2 (마장동),서울특별시 성동구 마장동 479-30 예원피아노학원,할인적용최소연령 : 70
KCOCFPO23N000001138,문화시설,제이에스헤어클릭,서울특별시,성동구,서울특별시 성동구 왕십리로28길 12 (도선동),서울특별시 성동구 도선동 319,할인적용최소연령 : 70
KCOCFPO23N000001140,문화시설,김은경미용실,서울특별시,성동구,서울특별시 성동구 왕십리로31길 8 (하왕십리동),서울특별시 성동구 하왕십리동 890-381,할인적용최소연령 : 70
KCOCFPO23N000001156,문화시설,빛이나는피부,서울특별시,영등포구,"서울특별시 영등포구 양평로24길 9 (양평동5가, 양평동한신아파트)",서울특별시 영등포구 양평동5가 76 양평동한신아파트,할인적용최소연령 : 65
KCOCFPO23N000001157,문화시설,대성공인중개사 사무소,서울특별시,영등포구,서울특별시 영등포구 양평로24길 12 (양평동5가),서울특별시 영등포구 양평동5가 90-2,할인적용최소연령 : 65
KCOCFPO23N000001158,문화시설,승주세탁소,서울특별시,영등포구,서울특별시 영등포구 신길로42가길 31 (신길동),서울특별시 영등포구 신길동 201-45,할인적용최소연령 : 65
KCOCFPO23N000001159,문화시설,샘미용실,서울특별시,영등포구,서울특별시 영등포구 도신로56길 29 (신길동),서울특별시 영등포구 신길동 202-124,할인적용최소연령 : 65
KCOCFPO23N000001160,문화시설,광동성,서울특별시,영등포구,서울특별시 영등포구 여의대방로53길 34 (신길동),서울특별시 영등포구 신길동 73-15 동호빌딩,할인적용최소연령 : 65
KCOCFPO23N000001161,문화시설,그린김밥세상,서울특별시,영등포구,서울특별시 영등포구 여의대방로53길 23 (신길동),서울특별시 영등포구 신길동 452-9,할인적용최소연령 : 65
KCOCFPO23N000001183,문화시설,미유헤어,서울특별시,광진구,서울특별시 광진구 구의강변로3길 19 (구의동),서울특별시 광진구 구의동 593,할인적용최소연령 : 65
KCOCFPO23N000001184,문화시설,P.M.K 박미경헤어,서울특별시,광진구,서울특별시 광진구 구의로 56 (구의동),서울특별시 광진구 구의동 227-19,할인적용최소연령 : 65
KCOCFPO23N000001185,문화시설,두루두루(도토리마을),서울특별시,광진구,서울특별시 광진구 천호대로143길 7 (광장동),서울특별시 광진구 광장동 246-10,할인적용최소연령 : 65
KCOCFPO23N000001186,문화시설,미엘리스헤어,서울특별시,광진구,"서울특별시 광진구 아차산로70길 61 (광장동, 광장현대아파트)",서울특별시 광진구 광장동 554-7 광장현대아파트,할인적용최소연령 : 65
KCOCFPO23N000001187,문화시설,아이존 안경,서울특별시,광진구,서울특별시 광진구 광장로 80 (광장동),서울특별시 광진구 광장동 330-8 의성빌딩,할인적용최소연령 : 65
KCOCFPO23N000001188,문화시설,리버사이드스포츠,서울특별시,광진구,서울특별시 광진구 아차산로78길 44 (광장동),서울특별시 광진구 광장동 114 크레스코빌딩,할인적용최소연령 : 65
KCOCFPO23N000001189,문화시설,전주식당,서울특별시,광진구,서울특별시 광진구 광장로 75-1 (광장동),서울특별시 광진구 광장동 280-3,할인적용최소연령 : 65
KCOCFPO23N000001190,문화시설,광장보쌈,서울특별시,광진구,서울특별시 광진구 광장로3길 2 (광장동),서울특별시 광진구 광장동 259-7,할인적용최소연령 : 65
KCOCFPO23N000001191,문화시설,차혜옥 미용그룹,서울특별시,광진구,서울특별시 광진구 광장로 47 (광장동),서울특별시 광진구 광장동 258-37,할인적용최소연령 : 65
KCOCFPO23N000001192,문화시설,뚜레쥬르까페 워커힐점,서울특별시,광진구,서울특별시 광진구 광장로 89 (광장동),서울특별시 광진구 광장동 334-12,할인적용최소연령 : 65
KCOCFPO23N000001193,문화시설,동화이용원,서울특별시,광진구,서울특별시 광진구 뚝섬로43길 18-1 (자양동),서울특별시 광진구 자양동 614-19,할인적용최소연령 : 65
KCOCFPO23N000001194,문화시설,현대이용원,서울특별시,광진구,서울특별시 광진구 자양로13가길 6 (자양동),서울특별시 광진구 자양동 624-49,할인적용최소연령 : 66
KCOCFPO23N000001195,문화시설,머리천국,서울특별시,광진구,서울특별시 광진구 뚝섬로49길 31 (자양동),서울특별시 광진구 자양동 620-27,할인적용최소연령 : 65
KCOCFPO23N000001196,문화시설,란미용실,서울특별시,광진구,서울특별시 광진구 아차산로42길 35 (자양동),서울특별시 광진구 자양동 230-5,할인적용최소연령 : 65
KCOCFPO23N000001197,문화시설,댕기머리 미용실,서울특별시,광진구,서울특별시 광진구 아차산로41길 40 (자양동),서울특별시 광진구 자양동 225-28,할인적용최소연령 : 65
KCOCFPO23N000001198,문화시설,칠산레져대중사우나,서울특별시,광진구,서울특별시 광진구 자양로 135 (자양동),서울특별시 광진구 자양동 767-4 자양오피스텔,할인적용최소연령 : 65
KCOCFPO23N000001199,문화시설,초원미용실,서울특별시,광진구,서울특별시 광진구 자양로13길 79 (자양동),서울특별시 광진구 자양동 634-10,할인적용최소연령 : 65
KCOCFPO23N000001200,문화시설,이계임헤어모드,서울특별시,광진구,서울특별시 광진구 자양로15길 101 (자양동),서울특별시 광진구 자양동 613,할인적용최소연령 : 65
KCOCFPO23N000001201,문화시설,아리수안경콘택트,서울특별시,광진구,서울특별시 광진구 자양로15길 22 (자양동),서울특별시 광진구 자양동 612-59,할인적용최소연령 : 65
KCOCFPO23N000001202,문화시설,고향이용원,서울특별시,광진구,서울특별시 광진구 자양로7길 42 (자양동),서울특별시 광진구 자양동 655-43,할인적용최소연령 : 65
KCOCFPO23N000001203,문화시설,자목이발관,서울특별시,광진구,서울특별시 광진구 자양로7길 6 (자양동),서울특별시 광진구 자양동 657-29,할인적용최소연령 : 65
KCOCFPO23N000001204,문화시설,김현애미용실,서울특별시,광진구,서울특별시 광진구 자양로11길 55 (자양동),서울특별시 광진구 자양동 632-19,할인적용최소연령 : 65
KCOCFPO23N000001205,문화시설,리앤리안경,서울특별시,광진구,서울특별시 광진구 뚝섬로 635-1 (자양동),서울특별시 광진구 자양동 635-15,할인적용최소연령 : 65
KCOCFPO23N000001206,문화시설,호남식당,서울특별시,광진구,서울특별시 광진구 자양로13길 19 (자양동),서울특별시 광진구 자양동 630-18,할인적용최소연령 : 65
KCOCFPO23N000001207,문화시설,행복을주는미용실,서울특별시,성동구,서울특별시 성동구 무학봉길 56-1 (하왕십리동),서울특별시 성동구 하왕십리동 980-42,할인적용최소연령 : 70
KCOCFPO23N000001209,문화시설,헤어204,서울특별시,성동구,"서울특별시 성동구 사근동길 65 (사근동, 하이츠아파트)",서울특별시 성동구 사근동 199 하이츠아파트,할인적용최소연령 : 70
KCOCFPO23N000001210,문화시설,헤어매니아,서울특별시,성동구,서울특별시 성동구 상원길 60 (성수동1가),서울특별시 성동구 성수동1가 13-443,할인적용최소연령 : 70
KCOCFPO23N000001211,문화시설,헤어박스,서울특별시,성동구,서울특별시 성동구 아차산로 96 (성수동2가),서울특별시 성동구 성수동2가 314-6 신성빌딩,할인적용최소연령 : 70
KCOCFPO23N000001212,문화시설,현미프로헤어,서울특별시,성동구,서울특별시 성동구 무학봉15길 17-1 (하왕십리동),서울특별시 성동구 하왕십리동 989-1,할인적용최소연령 : 70
KCOCFPO23N000001214,문화시설,아이헤어,서울특별시,성동구,서울특별시 성동구 상원길 71 (성수동1가),서울특별시 성동구 성수동1가 656-347,할인적용최소연령 : 70
KCOCFPO23N000001215,문화시설,먹깨비정육식당,서울특별시,성동구,서울특별시 성동구 금호산길 49-1 (금호동2가),서울특별시 성동구 금호동2가 500-17,할인적용최소연령 : 70
KCOCFPO23N000001216,문화시설,중천,서울특별시,성동구,서울특별시 성동구 무수막길 58 (금호동2가),서울특별시 성동구 금호동2가 737,할인적용최소연령 : 70
KCOCFPO23N000001217,문화시설,가보자,서울특별시,성동구,서울특별시 성동구 독서당로 287-9 (금호동4가),서울특별시 성동구 금호동4가 1115 지은장여관,할인적용최소연령 : 70
KCOCFPO23N000001218,문화시설,한우와바다,서울특별시,성동구,서울특별시 성동구 고산자로 349 (마장동),서울특별시 성동구 마장동 474-3 세원빌딩,할인적용최소연령 : 70
KCOCFPO23N000001219,문화시설,구미호,서울특별시,성동구,서울특별시 성동구 고산자로26길 5 (마장동),서울특별시 성동구 마장동 523-2 협우정빌딩,할인적용최소연령 : 70
KCOCFPO23N000001220,문화시설,블랙 압구정,서울특별시,성동구,서울특별시 성동구 마조로 70 (마장동),서울특별시 성동구 마장동 796-3,할인적용최소연령 : 70
KCOCFPO23N000001221,문화시설,고기랑 식당,서울특별시,성동구,서울특별시 성동구 마장로37길 35-1 (마장동),서울특별시 성동구 마장동 763-6,할인적용최소연령 : 70
KCOCFPO23N000001272,문화시설,부동산정보공인중개사,서울특별시,영등포구,서울특별시 영등포구 당산로 51 (문래동3가),서울특별시 영등포구 문래동3가 69-2,할인적용최소연령 : 65
KCOCFPO23N000001273,문화시설,수정부동산,서울특별시,영등포구,서울특별시 영등포구 도림로143길 30 (문래동4가),서울특별시 영등포구 문래동4가 43 문래동삼환아파트,할인적용최소연령 : 65
KCOCFPO23N000001274,문화시설,남성호프,서울특별시,영등포구,서울특별시 영등포구 경인로77길 19 (문래동2가),서울특별시 영등포구 문래동2가 35 남성맨션아파트,할인적용최소연령 : 65
KCOCFPO23N000001275,문화시설,횡성생고기,서울특별시,영등포구,서울특별시 영등포구 양산로 53 (양평동3가),서울특별시 영등포구 양평동3가 15-1 월드메르디앙비즈센터,할인적용최소연령 : 65
KCOCFPO23N000001276,문화시설,엘 안경원,서울특별시,영등포구,서울특별시 영등포구 영등포로 33 (양평동2가),서울특별시 영등포구 양평동2가 29-23 목동비즈타워,할인적용최소연령 : 65
KCOCFPO23N000001277,문화시설,허당국시,서울특별시,영등포구,서울특별시 영등포구 영등포로11길 20 (양평동1가),서울특별시 영등포구 양평동1가 217-5,할인적용최소연령 : 65
