ESNTL_ID,MLSFC_NM,FCLTY_NM,CTPRVN_NM,SIGNGU_NM,FCLTY_ROAD_NM_ADDR,LNM_ADDR,ADIT_DC
KCOCFPO23N000000089,문화시설,조가네 외양간,서울특별시,영등포구,서울특별시 영등포구 시흥대로175길 11-1 (대림동),서울특별시 영등포구 대림동 993-27,할인적용최소연령 : 65
KCOCFPO23N000000090,문화시설,이화토탈뷰티샵,서울특별시,영등포구,서울특별시 영등포구 디지털로54길 17 (대림동),서울특별시 영등포구 대림동 1022-39,할인적용최소연령 : 65
KCOCFPO23N000000091,문화시설,선프라자화원(대진꽃화원),서울특별시,영등포구,서울특별시 영등포구 시흥대로 621 (대림동),서울특별시 영등포구 대림동 990-89,할인적용최소연령 : 65
KCOCFPO23N000000092,문화시설,무림공인중개사사무소,서울특별시,영등포구,서울특별시 영등포구 도림천로21길 26 (대림동),서울특별시 영등포구 대림동 993-8,할인적용최소연령 : 65
KCOCFPO23N000000093,문화시설,한마음 부동산,서울특별시,영등포구,서울특별시 영등포구 대림로23가길 2 (대림동),서울특별시 영등포구 대림동 704-1,할인적용최소연령 : 65
KCOCFPO23N000000094,문화시설,무진공인중개사무소,서울특별시,영등포구,서울특별시 영등포구 디지털로 341 (대림동),서울특별시 영등포구 대림동 1083-24,할인적용최소연령 : 65
KCOCFPO23N000000095,문화시설,헤어사랑,서울특별시,영등포구,서울특별시 영등포구 시흥대로175길 16 (대림동),서울특별시 영등포구 대림동 990-118,할인적용최소연령 : 65
KCOCFPO23N000000096,문화시설,하트플라워,서울특별시,영등포구,서울특별시 영등포구 대림로23길 16 (대림동),서울특별시 영등포구 대림동 706-7,할인적용최소연령 : 65
KCOCFPO23N000000097,문화시설,준오헤어 강남우성점,서울특별시,서초구,서울특별시 서초구 사임당로 174 (서초동),서울특별시 서초구 서초동 1337 강남미래타워,할인적용최소연령 : 70
KCOCFPO23N000000098,문화시설,헤어홀릭,서울특별시,서초구,서울특별시 서초구 효령로 384 (서초동),서울특별시 서초구 서초동 1343-1,할인적용최소연령 : 70
KCOCFPO23N000000099,문화시설,전주콩나루콩나물국밥,서울특별시,서초구,서울특별시 서초구 강남대로37길 55-3 (서초동),서울특별시 서초구 서초동 1365-5,할인적용최소연령 : 70
KCOCFPO23N000000100,문화시설,연화산,서울특별시,서초구,서울특별시 서초구 효령로72길 15 (서초동),서울특별시 서초구 서초동 1343-16,할인적용최소연령 : 70
KCOCFPO23N000000101,문화시설,시골집,서울특별시,서초구,서울특별시 서초구 반포대로10길 7 (서초동),서울특별시 서초구 서초동 1459-11 청학빌딩,할인적용최소연령 : 70
KCOCFPO23N000000102,문화시설,돈천지,서울특별시,서초구,서울특별시 서초구 서초대로42길 71 (서초동),서울특별시 서초구 서초동 1548-4 거림빌딩,할인적용최소연령 : 70
KCOCFPO23N000000103,문화시설,SH당구클럽(스카이),서울특별시,서초구,서울특별시 서초구 서초대로40길 88 (서초동),서울특별시 서초구 서초동 1510-3,할인적용최소연령 : 70
KCOCFPO23N000000104,문화시설,예당떡방,서울특별시,서초구,"서울특별시 서초구 반포대로21길 27 (서초동, 화원그랑빌 아파트)",서울특별시 서초구 서초동 1510-15 화원그랑빌 아파트,할인적용최소연령 : 70
KCOCFPO23N000000105,문화시설,이모네 식당,서울특별시,서초구,서울특별시 서초구 강남대로97길 49-22 (잠원동),서울특별시 서초구 잠원동 24-19,할인적용최소연령 : 65
KCOCFPO23N000000106,문화시설,온정신사왕돌판오리구이,서울특별시,서초구,서울특별시 서초구 나루터로12길 20 (잠원동),서울특별시 서초구 잠원동 23-22 신화빌딩,할인적용최소연령 : 65
KCOCFPO23N000000107,문화시설,현지네,서울특별시,서초구,서울특별시 서초구 강남대로 545-15 (반포동),서울특별시 서초구 반포동 708-1 미주빌딩,할인적용최소연령 : 70
KCOCFPO23N000000108,문화시설,신이주신선물 오리고기 싸고 맛있는집,서울특별시,서초구,서울특별시 서초구 신반포로 334 (반포동),서울특별시 서초구 반포동 706-3 세화빌딩,할인적용최소연령 : 70
KCOCFPO23N000000109,문화시설,일공공일안경콘택트,서울특별시,서초구,서울특별시 서초구 잠원로 69 (잠원동),서울특별시 서초구 잠원동 70-1 킴스클럽,할인적용최소연령 : 65
KCOCFPO23N000000110,문화시설,늘솜 서래점,서울특별시,서초구,서울특별시 서초구 사평대로26길 40 (반포동),서울특별시 서초구 반포동 91-3 리윤빌딩,할인적용최소연령 : 70
KCOCFPO23N000000111,문화시설,달빛한스푼,서울특별시,서초구,서울특별시 서초구 방배중앙로 165 (방배동),서울특별시 서초구 방배동 778-9 수향빌딩,할인적용최소연령 : 65
KCOCFPO23N000000112,문화시설,김세아 미용실,서울특별시,서초구,서울특별시 서초구 방배로35길 37 (방배동),서울특별시 서초구 방배동 792-14,할인적용최소연령 : 65
KCOCFPO23N000000119,문화시설,김밥천국,서울특별시,광진구,서울특별시 광진구 뚝섬로32길 31 (자양동),서울특별시 광진구 자양동 48-35,할인적용최소연령 : 65
KCOCFPO23N000000120,문화시설,이동왕갈비,서울특별시,광진구,서울특별시 광진구 뚝섬로30길 45 (자양동),서울특별시 광진구 자양동 553-261,할인적용최소연령 : 65
KCOCFPO23N000000121,문화시설,청담동꿀꽈배기,서울특별시,광진구,서울특별시 광진구 뚝섬로32길 24 (자양동),서울특별시 광진구 자양동 48-15,할인적용최소연령 : 65
KCOCFPO23N000000122,문화시설,본가왕뼈,서울특별시,광진구,서울특별시 광진구 능동로19길 8 (화양동),서울특별시 광진구 화양동 226,할인적용최소연령 : 65
KCOCFPO23N000000123,문화시설,애니 스튜디오,서울특별시,광진구,서울특별시 광진구 광나루로 442 (화양동),서울특별시 광진구 화양동 467-1 동일빌딩,할인적용최소연령 : 65
KCOCFPO23N000000124,문화시설,짱돌,서울특별시,광진구,서울특별시 광진구 군자로 32-1 (화양동),서울특별시 광진구 화양동 132-49,할인적용최소연령 : 65
KCOCFPO23N000000125,문화시설,연이네식당,서울특별시,광진구,서울특별시 광진구 군자로 23 (화양동),서울특별시 광진구 화양동 15-2,할인적용최소연령 : 65
KCOCFPO23N000000126,문화시설,경성꽈배기화양점,서울특별시,광진구,서울특별시 광진구 군자로 35 (화양동),서울특별시 광진구 화양동 16-1,할인적용최소연령 : 65
KCOCFPO23N000000127,문화시설,재희네식당,서울특별시,광진구,서울특별시 광진구 군자로 21 (화양동),서울특별시 광진구 화양동 15-6,할인적용최소연령 : 65
KCOCFPO23N000000128,문화시설,화양순대국감자탕,서울특별시,광진구,서울특별시 광진구 군자로 39 (화양동),서울특별시 광진구 화양동 17-34,할인적용최소연령 : 65
KCOCFPO23N000000129,문화시설,태후사랑,서울특별시,광진구,서울특별시 광진구 동일로30길 50-4 (화양동),서울특별시 광진구 화양동 17-4,할인적용최소연령 : 65
KCOCFPO23N000000130,문화시설,공주식당,서울특별시,광진구,서울특별시 광진구 군자로 137 (군자동),서울특별시 광진구 군자동 64-1,할인적용최소연령 : 65
KCOCFPO23N000000131,문화시설,루디아헤어,서울특별시,광진구,서울특별시 광진구 군자로 159 (군자동),서울특별시 광진구 군자동 51-24,할인적용최소연령 : 65
KCOCFPO23N000000132,문화시설,오티오안경원(구 불란서),서울특별시,광진구,서울특별시 광진구 군자로 85 (군자동),서울특별시 광진구 군자동 345-20,할인적용최소연령 : 65
KCOCFPO23N000000133,문화시설,세종대구내안경,서울특별시,광진구,서울특별시 광진구 능동로 209 (군자동),서울특별시 광진구 군자동 98 세종대학교,할인적용최소연령 : 65
KCOCFPO23N000000134,문화시설,눈편한안경,서울특별시,광진구,서울특별시 광진구 군자로 142 (군자동),서울특별시 광진구 군자동 66-9,할인적용최소연령 : 65
KCOCFPO23N000000135,문화시설,예원스튜디오,서울특별시,광진구,서울특별시 광진구 군자로 138 (군자동),서울특별시 광진구 군자동 64-9 성음빌딩,할인적용최소연령 : 65
KCOCFPO23N000000136,문화시설,장안숯불갈비,서울특별시,광진구,서울특별시 광진구 면목로 6 (군자동),서울특별시 광진구 군자동 53-10,할인적용최소연령 : 65
KCOCFPO23N000000137,문화시설,전진유리,서울특별시,광진구,서울특별시 광진구 군자로 148 (군자동),서울특별시 광진구 군자동 68-3,할인적용최소연령 : 65
KCOCFPO23N000000143,문화시설,오목대,서울특별시,광진구,서울특별시 광진구 동일로80길 23 (중곡동),서울특별시 광진구 중곡동 577-1,할인적용최소연령 : 65
KCOCFPO23N000000144,문화시설,헤어보떼,서울특별시,광진구,서울특별시 광진구 긴고랑로 162 (중곡동),서울특별시 광진구 중곡동 75-6 용마빌라,할인적용최소연령 : 65
KCOCFPO23N000000145,문화시설,호수목욕탕,서울특별시,광진구,서울특별시 광진구 긴고랑로42길 3-31 (중곡동),서울특별시 광진구 중곡동 74-28 효수목욕탕,할인적용최소연령 : 65
KCOCFPO23N000000146,문화시설,동네식당,서울특별시,광진구,서울특별시 광진구 긴고랑로36길 18 (중곡동),서울특별시 광진구 중곡동 78-41,할인적용최소연령 : 65
KCOCFPO23N000000147,문화시설,삼일이용원,서울특별시,광진구,서울특별시 광진구 긴고랑로36길 49 (중곡동),서울특별시 광진구 중곡동 85-34,할인적용최소연령 : 65
KCOCFPO23N000000148,문화시설,유일설렁탕,서울특별시,광진구,서울특별시 광진구 용마산로 154 (중곡동),서울특별시 광진구 중곡동 18-13 유일설렁탕,할인적용최소연령 : 65
KCOCFPO23N000000149,문화시설,쌍둥이숯불갈비,서울특별시,광진구,서울특별시 광진구 용마산로 158 (중곡동),서울특별시 광진구 중곡동 18-11 혜진빌딩,할인적용최소연령 : 65
KCOCFPO23N000000150,문화시설,브레드 월드,서울특별시,광진구,서울특별시 광진구 영화사로 18 (중곡동),서울특별시 광진구 중곡동 82-1,할인적용최소연령 : 65
KCOCFPO23N000000151,문화시설,서승미헤어단,서울특별시,광진구,서울특별시 광진구 용마산로24길 6 (중곡동),서울특별시 광진구 중곡동 18-87,할인적용최소연령 : 65
KCOCFPO23N000000152,문화시설,아이원안경콘택트,서울특별시,광진구,서울특별시 광진구 용마산로 54 (중곡동),서울특별시 광진구 중곡동 79-2,할인적용최소연령 : 65
KCOCFPO23N000000153,문화시설,연일노래방,서울특별시,광진구,서울특별시 광진구 천호대로129길 5 (중곡동),서울특별시 광진구 중곡동 115-20,할인적용최소연령 : 65
KCOCFPO23N000000154,문화시설,아감한우정육식당,서울특별시,광진구,서울특별시 광진구 영화사로 7 (중곡동),서울특별시 광진구 중곡동 78-25,할인적용최소연령 : 65
KCOCFPO23N000000155,문화시설,필모먼트,서울특별시,광진구,"서울특별시 광진구 용마산로16길 11 (중곡동, 아이칸렉스빌)",서울특별시 광진구 중곡동 150-47 아이칸렉스빌,할인적용최소연령 : 65
KCOCFPO23N000000156,문화시설,성모미용실,서울특별시,광진구,서울특별시 광진구 능동로32길 45 (능동),서울특별시 광진구 능동 234-20,할인적용최소연령 : 65
KCOCFPO23N000000157,문화시설,스타노래방,서울특별시,광진구,서울특별시 광진구 능동로36길 40 (능동),서울특별시 광진구 능동 223-7,할인적용최소연령 : 65
KCOCFPO23N000000158,문화시설,춤추는노래방,서울특별시,광진구,서울특별시 광진구 능동로36길 32 (능동),서울특별시 광진구 능동 223-39,할인적용최소연령 : 65
KCOCFPO23N000000159,문화시설,대봉숯불갈비,서울특별시,광진구,서울특별시 광진구 능동로36길 32 (능동),서울특별시 광진구 능동 223-39,할인적용최소연령 : 65
KCOCFPO23N000000160,문화시설,안경콘택트맨(MAN),서울특별시,광진구,서울특별시 광진구 천호대로112길 7 (능동),서울특별시 광진구 능동 236-10 보원빌딩,할인적용최소연령 : 65
KCOCFPO23N000000161,문화시설,순애식당,서울특별시,광진구,서울특별시 광진구 천호대로112길 36 (능동),서울특별시 광진구 능동 224-29,할인적용최소연령 : 65
KCOCFPO23N000000162,문화시설,호아빈 군자역점,서울특별시,광진구,서울특별시 광진구 능동로 300 (능동),서울특별시 광진구 능동 276-4,할인적용최소연령 : 65
KCOCFPO23N000000163,문화시설,신성이발관,서울특별시,광진구,서울특별시 광진구 자양로26길 14 (구의동),서울특별시 광진구 구의동 251-154,할인적용최소연령 : 65
KCOCFPO23N000000166,문화시설,갤러리헤어,서울특별시,광진구,서울특별시 광진구 동일로72길 46 (중곡동),서울특별시 광진구 중곡동 232-1,할인적용최소연령 : 65
KCOCFPO23N000000167,문화시설,나이스포토,서울특별시,광진구,서울특별시 광진구 면목로 120 (중곡동),서울특별시 광진구 중곡동 230-11 광남타운,할인적용최소연령 : 65
KCOCFPO23N000000168,문화시설,안경매니져(중곡점),서울특별시,광진구,서울특별시 광진구 면목로 116 (중곡동),서울특별시 광진구 중곡동 230-10,할인적용최소연령 : 65
KCOCFPO23N000000169,문화시설,그랑프리안경원,서울특별시,광진구,서울특별시 광진구 면목로 114 (중곡동),서울특별시 광진구 중곡동 241-1,할인적용최소연령 : 65
KCOCFPO23N000000170,문화시설,아띠랑,서울특별시,광진구,서울특별시 광진구 긴고랑로14길 25 (중곡동),서울특별시 광진구 중곡동 163-26,할인적용최소연령 : 65
KCOCFPO23N000000171,문화시설,팔당왕족발,서울특별시,광진구,서울특별시 광진구 능동로 368 (중곡동),서울특별시 광진구 중곡동 41-20,할인적용최소연령 : 65
KCOCFPO23N000000172,문화시설,안성이발관,서울특별시,광진구,서울특별시 광진구 능동로42길 25 (중곡동),서울특별시 광진구 중곡동 49-31,할인적용최소연령 : 65
KCOCFPO23N000000173,문화시설,유경희헤어칼럼,서울특별시,광진구,서울특별시 광진구 용마산로21길 61 (중곡동),서울특별시 광진구 중곡동 35-12,할인적용최소연령 : 65
KCOCFPO23N000000174,문화시설,헤어아이디,서울특별시,광진구,서울특별시 광진구 능동로48길 75 (중곡동),서울특별시 광진구 중곡동 150-149,할인적용최소연령 : 65
KCOCFPO23N000000175,문화시설,팡세미용실,서울특별시,광진구,서울특별시 광진구 천호대로125길 45 (중곡동),서울특별시 광진구 중곡동 122-32,할인적용최소연령 : 65
KCOCFPO23N000000176,문화시설,안경하우스,서울특별시,광진구,서울특별시 광진구 용마산로 53 (중곡동),서울특별시 광진구 중곡동 124-22,할인적용최소연령 : 65
KCOCFPO23N000000177,문화시설,금강숯불생고기,서울특별시,광진구,서울특별시 광진구 용마산로7길 9 (중곡동),서울특별시 광진구 중곡동 124-3,할인적용최소연령 : 65
KCOCFPO23N000000178,문화시설,장군갈비,서울특별시,광진구,서울특별시 광진구 용마산로 11 (중곡동),서울특별시 광진구 중곡동 117-11 장군갈비,할인적용최소연령 : 65
KCOCFPO23N000000179,문화시설,원주이발소,서울특별시,광진구,서울특별시 광진구 긴고랑로22길 18 (중곡동),서울특별시 광진구 중곡동 44-8,할인적용최소연령 : 65
KCOCFPO23N000000180,문화시설,실로암목욕탕,서울특별시,광진구,서울특별시 광진구 용마산로 171 (중곡동),서울특별시 광진구 중곡동 169-80,할인적용최소연령 : 65
KCOCFPO23N000000181,문화시설,사르망안경원,서울특별시,광진구,서울특별시 광진구 능동로49길 28 (중곡동),서울특별시 광진구 중곡동 220-38,할인적용최소연령 : 65
KCOCFPO23N000000182,문화시설,안경라인,서울특별시,광진구,서울특별시 광진구 면목로 195-1 (중곡동),서울특별시 광진구 중곡동 558-1,할인적용최소연령 : 65
KCOCFPO23N000000183,문화시설,동진미용실,서울특별시,광진구,서울특별시 광진구 능동로55길 30 (중곡동),서울특별시 광진구 중곡동 169-12,할인적용최소연령 : 65
KCOCFPO23N000000184,문화시설,테랑 알이랑 콘택트,서울특별시,광진구,서울특별시 광진구 면목로 131-1 (중곡동),서울특별시 광진구 중곡동 192-27,할인적용최소연령 : 65
KCOCFPO23N000000185,문화시설,보령사,서울특별시,광진구,서울특별시 광진구 긴고랑로9길 56 (중곡동),서울특별시 광진구 중곡동 220-19,할인적용최소연령 : 65
KCOCFPO23N000000186,문화시설,2002 노래연습장,서울특별시,광진구,서울특별시 광진구 면목로 169 (중곡동),서울특별시 광진구 중곡동 691-6,할인적용최소연령 : 65
KCOCFPO23N000000187,문화시설,다비다 식당,서울특별시,광진구,서울특별시 광진구 동일로 444 (중곡동),서울특별시 광진구 중곡동 181-13,할인적용최소연령 : 65
KCOCFPO23N000000188,문화시설,새빛안경원,서울특별시,광진구,서울특별시 광진구 긴고랑로9길 51 (중곡동),서울특별시 광진구 중곡동 193-10,할인적용최소연령 : 65
KCOCFPO23N000000196,문화시설,참숯고깃골,서울특별시,서초구,서울특별시 서초구 방배천로8길 5 (방배동),서울특별시 서초구 방배동 455-17 대왕빌딩,할인적용최소연령 : 70
KCOCFPO23N000000197,문화시설,팡파르헤어클럽,서울특별시,서초구,서울특별시 서초구 효령로2길 17 (방배동),서울특별시 서초구 방배동 478-17,할인적용최소연령 : 70
KCOCFPO23N000000199,문화시설,밀라스킨락,서울특별시,서초구,서울특별시 서초구 방배중앙로 175 (방배동),서울특별시 서초구 방배동 768-12 브람스빌딩,할인적용최소연령 : 65
KCOCFPO23N000000200,문화시설,YJ예주(1호점),서울특별시,서초구,서울특별시 서초구 방배로31길 36 (방배동),서울특별시 서초구 방배동 816-6,할인적용최소연령 : 65
KCOCFPO23N000000201,문화시설,우면동소바,서울특별시,서초구,서울특별시 서초구 바우뫼로 14 (우면동),서울특별시 서초구 우면동 2-4 중원빌딩,할인적용최소연령 : 65
KCOCFPO23N000000202,문화시설,삼겹사랑,서울특별시,서초구,서울특별시 서초구 바우뫼로35길 3 (양재동),서울특별시 서초구 양재동 20-32 가은빌딩,할인적용최소연령 : 65
KCOCFPO23N000000203,문화시설,예다움 헤어,서울특별시,서초구,서울특별시 서초구 양재대로2길 100-61 (우면동),서울특별시 서초구 우면동 765 미라쉘,할인적용최소연령 : 65
KCOCFPO23N000000204,문화시설,에이바헤어,서울특별시,서초구,서울특별시 서초구 마방로2길 74 (양재동),서울특별시 서초구 양재동 316-3,할인적용최소연령 : 65
KCOCFPO23N000000205,문화시설,행복밥상,서울특별시,서초구,서울특별시 서초구 마방로10길 18-15 (양재동),서울특별시 서초구 양재동 267-2 극동빌딩,할인적용최소연령 : 70
KCOCFPO23N000000207,문화시설,블루민헤어,서울특별시,광진구,서울특별시 광진구 뚝섬로 590 (자양동),서울특별시 광진구 자양동 581-1 아주빌딩,할인적용최소연령 : 65
KCOCFPO23N000000208,문화시설,기분꽃같네,서울특별시,광진구,서울특별시 광진구 뚝섬로40길 12 (자양동),서울특별시 광진구 자양동 461-1,할인적용최소연령 : 65
KCOCFPO23N000000209,문화시설,대신사,서울특별시,광진구,서울특별시 광진구 뚝섬로36길 15 (자양동),서울특별시 광진구 자양동 553-36,할인적용최소연령 : 65
KCOCFPO23N000000210,문화시설,이도희 머리방,서울특별시,광진구,서울특별시 광진구 아차산로36길 35 (자양동),서울특별시 광진구 자양동 783-1 자양우성7차아파트 상가동,할인적용최소연령 : 65
KCOCFPO23N000000211,문화시설,멋샘 미용실,서울특별시,광진구,서울특별시 광진구 뚝섬로36길 49 (자양동),서울특별시 광진구 자양동 497-4,할인적용최소연령 : 65
KCOCFPO23N000000212,문화시설,현대이발관,서울특별시,광진구,서울특별시 광진구 능동로7길 60 (자양동),서울특별시 광진구 자양동 846-11,할인적용최소연령 : 65
KCOCFPO23N000000213,문화시설,현대세탁소,서울특별시,광진구,서울특별시 광진구 뚝섬로23가길 12 (자양동),서울특별시 광진구 자양동 845-1,할인적용최소연령 : 65
KCOCFPO23N000000214,문화시설,미영사진관,서울특별시,광진구,서울특별시 광진구 아차산로 220 (자양동),서울특별시 광진구 자양동 8-1,할인적용최소연령 : 65
KCOCFPO23N000000215,문화시설,명기원,서울특별시,광진구,서울특별시 광진구 아차산로 218 (자양동),서울특별시 광진구 자양동 8-24 성원빌딩,할인적용최소연령 : 65
KCOCFPO23N000000216,문화시설,정성이용원,서울특별시,광진구,서울특별시 광진구 뚝섬로26길 33 (자양동),서울특별시 광진구 자양동 47-46,할인적용최소연령 : 65
KCOCFPO23N000000217,문화시설,모던안경원,서울특별시,광진구,서울특별시 광진구 뚝섬로 486 (자양동),서울특별시 광진구 자양동 51-29,할인적용최소연령 : 65
KCOCFPO23N000000218,문화시설,테라스가 있는 안경원,서울특별시,광진구,서울특별시 광진구 뚝섬로 510 (자양동),서울특별시 광진구 자양동 553-187,할인적용최소연령 : 65
KCOCFPO23N000000219,문화시설,미스터원 헤어컷,서울특별시,광진구,서울특별시 광진구 뚝섬로56길 14 (자양동),서울특별시 광진구 자양동 652-38,할인적용최소연령 : 65
KCOCFPO23N000000220,문화시설,경기사진관,서울특별시,광진구,서울특별시 광진구 뚝섬로 642 (자양동),서울특별시 광진구 자양동 636-5,할인적용최소연령 : 65
KCOCFPO23N000000221,문화시설,백왕사세탁소,서울특별시,광진구,서울특별시 광진구 자양로6길 25 (자양동),서울특별시 광진구 자양동 682-12,할인적용최소연령 : 65
KCOCFPO23N000000222,문화시설,자양세탁소,서울특별시,광진구,서울특별시 광진구 자양번영로6길 39 (자양동),서울특별시 광진구 자양동 607-38,할인적용최소연령 : 65
KCOCFPO23N000000223,문화시설,스타노래방,서울특별시,광진구,서울특별시 광진구 자양번영로6길 68 (자양동),서울특별시 광진구 자양동 605-5,할인적용최소연령 : 65
KCOCFPO23N000000224,문화시설,방방노래방,서울특별시,광진구,서울특별시 광진구 뚝섬로 642 (자양동),서울특별시 광진구 자양동 636-5,할인적용최소연령 : 65
KCOCFPO23N000000225,문화시설,싱글벙글노래방,서울특별시,광진구,서울특별시 광진구 뚝섬로 678 (자양동),서울특별시 광진구 자양동 679-25,할인적용최소연령 : 65
KCOCFPO23N000000227,문화시설,마돈나노래방,서울특별시,광진구,서울특별시 광진구 자양로 49 (자양동),서울특별시 광진구 자양동 679-31,할인적용최소연령 : 65
KCOCFPO23N000000228,문화시설,뉴월드세탁소,서울특별시,광진구,서울특별시 광진구 뚝섬로52마길 60 (자양동),서울특별시 광진구 자양동 644 로얄동아아파트,할인적용최소연령 : 65
KCOCFPO23N000000229,문화시설,돈이네삼겹살,서울특별시,광진구,서울특별시 광진구 자양번영로6길 5 (자양동),서울특별시 광진구 자양동 608-23,할인적용최소연령 : 65
KCOCFPO23N000000230,문화시설,오드리헤어숍,서울특별시,광진구,서울특별시 광진구 뚝섬로58길 19 (자양동),서울특별시 광진구 자양동 678-1 자양동 광성빌딩,할인적용최소연령 : 65
KCOCFPO23N000000231,문화시설,서울회관,서울특별시,광진구,서울특별시 광진구 뚝섬로52길 13 (자양동),서울특별시 광진구 자양동 637,할인적용최소연령 : 65
KCOCFPO23N000000232,문화시설,우정이용원,서울특별시,광진구,"서울특별시 광진구 자양로5길 33 (자양동, 와이엠프라젠스파)",서울특별시 광진구 자양동 663-21 와이엠프라젠스파,할인적용최소연령 : 65
KCOCFPO23N000000233,문화시설,일광세탁소,서울특별시,광진구,서울특별시 광진구 자양로3길 34 (자양동),서울특별시 광진구 자양동 664-5,할인적용최소연령 : 65
KCOCFPO23N000000234,문화시설,마루갈비,서울특별시,광진구,서울특별시 광진구 자양로6길 8 (자양동),서울특별시 광진구 자양동 685-2,할인적용최소연령 : 65
KCOCFPO23N000000235,문화시설,안채,서울특별시,광진구,서울특별시 광진구 뚝섬로58길 19 (자양동),서울특별시 광진구 자양동 678-1 자양동 광성빌딩,할인적용최소연령 : 65
KCOCFPO23N000000236,문화시설,한솥도시락,서울특별시,광진구,"서울특별시 광진구 뚝섬로 553 (자양동, 자양우성5차아파트)",서울특별시 광진구 자양동 553-41 자양우성5차아파트,할인적용최소연령 : 65
KCOCFPO23N000000237,문화시설,모짜르트미용실,서울특별시,광진구,서울특별시 광진구 자양번영로1길 12 (자양동),서울특별시 광진구 자양동 584-20,할인적용최소연령 : 65
KCOCFPO23N000000238,문화시설,광명사,서울특별시,광진구,서울특별시 광진구 자양번영로1길 12 (자양동),서울특별시 광진구 자양동 584-20,할인적용최소연령 : 65
KCOCFPO23N000000240,문화시설,아우네 우리 돼지,서울특별시,광진구,서울특별시 광진구 자양번영로 15 (자양동),서울특별시 광진구 자양동 584-28 우신빌딩,할인적용최소연령 : 65
KCOCFPO23N000000264,문화시설,화돌농장,서울특별시,서초구,서울특별시 서초구 매헌로16길 6 (양재동),서울특별시 서초구 양재동 204 푸른솔빌딩,할인적용최소연령 : 70
KCOCFPO23N000000265,문화시설,애니마 미용실,서울특별시,서초구,서울특별시 서초구 논현로13길 20 (양재동),서울특별시 서초구 양재동 284,할인적용최소연령 : 70
KCOCFPO23N000000266,문화시설,머리쟁이,서울특별시,서초구,서울특별시 서초구 강남대로8길 65-18 (양재동),서울특별시 서초구 양재동 334-13 스타카토빌딩,할인적용최소연령 : 70
KCOCFPO23N000000271,문화시설,푸딩포토,서울특별시,영등포구,서울특별시 영등포구 신길로 159 (신길동),서울특별시 영등포구 신길동 234-5,할인적용최소연령 : 65
KCOCFPO23N000000272,문화시설,이미자 공인중개사사무소,서울특별시,영등포구,서울특별시 영등포구 도신로48길 8 (신길동),서울특별시 영등포구 신길동 196-39,할인적용최소연령 : 65
KCOCFPO23N000000273,문화시설,㈜미코바이오,서울특별시,영등포구,서울특별시 영등포구 신길로 182 (신길동),서울특별시 영등포구 신길동 223-7,할인적용최소연령 : 65
KCOCFPO23N000000274,문화시설,아울렛 안경,서울특별시,영등포구,서울특별시 영등포구 신길로 164 (신길동),서울특별시 영등포구 신길동 4902,할인적용최소연령 : 65
KCOCFPO23N000000276,문화시설,가보자식당,서울특별시,영등포구,서울특별시 영등포구 신길로42길 15 (신길동),서울특별시 영등포구 신길동 209-169,할인적용최소연령 : 65
KCOCFPO23N000000277,문화시설,월드카,서울특별시,영등포구,서울특별시 영등포구 도신로52길 2 (신길동),서울특별시 영등포구 신길동 159-34,할인적용최소연령 : 65
KCOCFPO23N000000278,문화시설,홍어마을,서울특별시,영등포구,서울특별시 영등포구 도신로 184 (신길동),서울특별시 영등포구 신길동 214-58,할인적용최소연령 : 65
KCOCFPO23N000000279,문화시설,원조호수삼계탕,서울특별시,영등포구,서울특별시 영등포구 도림로 274-1 (신길동),서울특별시 영등포구 신길동 342-325,할인적용최소연령 : 65
KCOCFPO23N000000280,문화시설,똥쌍피 노래연습실,서울특별시,영등포구,서울특별시 영등포구 도림로64길 4 (신길동),서울특별시 영등포구 신길동 440-78,할인적용최소연령 : 65
KCOCFPO23N000000281,문화시설,오뚜기 포차,서울특별시,영등포구,서울특별시 영등포구 도림로64길 6 (대림동),서울특별시 영등포구 대림동 906-148,할인적용최소연령 : 65
KCOCFPO23N000000282,문화시설,양고바우설렁탕,서울특별시,영등포구,서울특별시 영등포구 도림로 272 (신길동),서울특별시 영등포구 신길동 400-5,할인적용최소연령 : 65
KCOCFPO23N000000283,문화시설,이맛이딱이야,서울특별시,영등포구,서울특별시 영등포구 신길로 107-1 (신길동),서울특별시 영등포구 신길동 253-248,할인적용최소연령 : 65
KCOCFPO23N000000285,문화시설,종합건강백화점,서울특별시,영등포구,서울특별시 영등포구 대방천로 183 (신길동),서울특별시 영등포구 신길동 3778,할인적용최소연령 : 65
KCOCFPO23N000000286,문화시설,전설의 옛날통닭,서울특별시,영등포구,서울특별시 영등포구 대방천로 165-13 (신길동),서울특별시 영등포구 신길동 3661,할인적용최소연령 : 65
KCOCFPO23N000000287,문화시설,유은정보,서울특별시,영등포구,서울특별시 영등포구 신풍로 52 (신길동),서울특별시 영등포구 신길동 3856,할인적용최소연령 : 65
KCOCFPO23N000000288,문화시설,칠보생고기,서울특별시,성동구,서울특별시 성동구 용답중앙11길 17-1 (용답동),서울특별시 성동구 용답동 97-6 인터파크,할인적용최소연령 : 70
KCOCFPO23N000000290,문화시설,동태별곡 우거지동태탕,서울특별시,성동구,서울특별시 성동구 왕십리로 287 (행당동),서울특별시 성동구 행당동 245,할인적용최소연령 : 70
