ESNTL_ID,MLSFC_NM,FCLTY_NM,CTPRVN_NM,SIGNGU_NM,FCLTY_ROAD_NM_ADDR,LNM_ADDR
KCOWRPO23N000000035,자연_공원,효  성,서울특별시,노원구,"서울특별시 노원구 화랑로 556 (공릉동, 효성아파트)",서울특별시 노원구 공릉동 742 효성아파트
KCOWRPO23N000000036,자연_공원,등나무,서울특별시,노원구,서울특별시 노원구 동일로 1238 (중계동),서울특별시 노원구 중계동 508 서울시립 북서울미술관
KCOWRPO23N000000038,자연_공원,매  봉,서울특별시,노원구,서울특별시 노원구 월계로55길 49 (월계동),서울특별시 노원구 월계동 320-6
KCOWRPO23N000000039,자연_공원,벼  루,서울특별시,노원구,서울특별시 노원구 광운로1길 24 (월계동),서울특별시 노원구 월계동 500 광운중/광운인공지능고등학교
KCOWRPO23N000000040,자연_공원,벽  운,서울특별시,노원구,서울특별시 노원구 동일로248가길 17 (상계동),서울특별시 노원구 상계동 1266-1
KCOWRPO23N000000041,자연_공원,비석골,서울특별시,노원구,서울특별시 노원구 월계로45가길 57 (월계동),서울특별시 노원구 월계동 820 아시아퍼시픽 국제학교
KCOWRPO23N000000046,자연_공원,달  빛,서울특별시,노원구,"서울특별시 노원구 노원로 532 (상계동, 상계주공9단지아파트)",서울특별시 노원구 상계동 670 상계주공9단지아파트
KCOWRPO23N000000119,자연_공원,꿈나무,서울특별시,동작구,"서울특별시 동작구 장승배기로4길 9 (상도동, 상도 더샵아파트)",서울특별시 동작구 상도동 521 상도 더샵아파트
KCOWRPO23N000000196,자연_공원,자매근린공원,서울특별시,영등포구,서울특별시 영등포구 의사당대로 지하166 (여의도동),서울특별시 영등포구 여의도동 5-6 샛강역
KCOWRPO23N000000198,자연_공원,신길근린공원,서울특별시,영등포구,서울특별시 영등포구 도림로80길 6 (신길동),서울특별시 영등포구 신길동 341-3 신길5동 복합어르신복지시설
KCOWRPO23N000000199,자연_공원,당산근린공원,서울특별시,영등포구,서울특별시 영등포구 당산로27길 12 (당산동3가),서울특별시 영등포구 당산동3가 385
KCOWRPO23N000000203,자연_공원,자유어린이공원,서울특별시,영등포구,"서울특별시 영등포구 63로 45 (여의도동, 여의도시범아파트)",서울특별시 영등포구 여의도동 50 여의도시범아파트
KCOWRPO23N000000281,자연_공원,상도,서울특별시,동작구,서울특별시 동작구 성대로6사길 27-18 (상도동),서울특별시 동작구 상도동 산75-1
KCOWRPO23N000000306,자연_공원,원지어린이공원,서울특별시,영등포구,서울특별시 영등포구 도림로47길 28 (대림동),서울특별시 영등포구 대림동 690 구립원지경로당
KCOWRPO23N000000309,자연_공원,신우어린이공원,서울특별시,영등포구,서울특별시 영등포구 가마산로47길 13 (대림동),서울특별시 영등포구 대림동 657
KCOWRPO23N000000311,자연_공원,영등포근린공원,서울특별시,영등포구,서울특별시 영등포구 신길로 275 (영등포동),서울특별시 영등포구 영등포동 582-3 영등포문화원
KCOWRPO23N000000562,자연_공원,자양공원,서울특별시,광진구,"서울특별시 광진구 뚝섬로34길 25-19 (자양동, 자양10차현대홈타운)",서울특별시 광진구 자양동 792 자양10차현대홈타운
KCOWRPO23N000000563,자연_공원,가중나무공원,서울특별시,광진구,서울특별시 광진구 동일로28길 16 (화양동),서울특별시 광진구 화양동 32-1 가중나무공원 공중화장실
KCOWRPO23N000000566,자연_공원,화양공원,서울특별시,광진구,서울특별시 광진구 아차산로31길 14 (화양동),서울특별시 광진구 화양동 8-36 화양공원 공중화장실
KCOWRPO23N000000568,자연_공원,군자공원,서울특별시,광진구,서울특별시 광진구 동일로52길 27 (군자동),서울특별시 광진구 군자동 115-1 군자동노인정
KCOWRPO23N000000569,자연_공원,중곡공원,서울특별시,광진구,서울특별시 광진구 긴고랑로5길 10 (중곡동),서울특별시 광진구 중곡동 232-44 중곡1동제1경로당
KCOWRPO23N000000570,자연_공원,배나무터공원,서울특별시,광진구,서울특별시 광진구 동일로76나길 20 (중곡동),서울특별시 광진구 중곡동 695 배나무터공원 공중화장실
KCOWRPO23N000000573,자연_공원,긴고랑공원,서울특별시,광진구,서울특별시 광진구 긴고랑로 143 (중곡동),서울특별시 광진구 중곡동 68-20 긴고랑어린이공원 공중화장실
KCOWRPO23N000000577,자연_공원,장미공원,서울특별시,광진구,서울특별시 광진구 구의강변로3길 39 (구의동),서울특별시 광진구 구의동 590-2 구의새마을경로당
KCOWRPO23N000000578,자연_공원,푸른동산공원,서울특별시,광진구,서울특별시 광진구 광나루로44길 32 (구의동),서울특별시 광진구 구의동 227-13
KCOWRPO23N000000579,자연_공원,구둘공원,서울특별시,광진구,서울특별시 광진구 자양로42길 44 (구의동),서울특별시 광진구 구의동 60-8 구돌어린이공원
KCOWRPO23N000000581,자연_공원,구의공원,서울특별시,광진구,서울특별시 광진구 광나루로56길 86 (구의동),서울특별시 광진구 구의동 546-2 구의공원 공중화장실
KCOWRPO23N000000643,자연_공원,하늘소공원,서울특별시,서대문구,"서울특별시 서대문구 통일로 510 (홍은동, 북한산더샵)",서울특별시 서대문구 홍은동 464 북한산더샵
KCOWRPO23N000000715,자연_공원,해오라기,서울특별시,노원구,서울특별시 노원구 동일로186길 53-26 (공릉동),서울특별시 노원구 공릉동 503-18
KCOWRPO23N000000716,자연_공원,햇  빛,서울특별시,노원구,서울특별시 노원구 상계로37길 36 (상계동),서울특별시 노원구 상계동 1378-7
KCOWRPO23N000000717,자연_공원,햇 살,서울특별시,노원구,서울특별시 노원구 월계로45길 28 (월계동),서울특별시 노원구 월계동 562 월계아파트형공장
KCOWRPO23N000000718,자연_공원,호돌이,서울특별시,양천구,"서울특별시 양천구 목동동로 50 (신정동, 목동신시가지아파트12단지)",서울특별시 양천구 신정동 326 목동신시가지아파트12단지
KCOWRPO23N000000740,자연_공원,월계 롯데캐슬 옆,서울특별시,노원구,"서울특별시 노원구 월계로45길 21 (월계동, 롯데캐슬루나아파트)",서울특별시 노원구 월계동 947 롯데캐슬루나아파트
KCOWRPO23N000000741,자연_공원,불암초,서울특별시,노원구,서울특별시 노원구 중계로 178 (중계동),서울특별시 노원구 중계동 366-2 불암초등학교
KCOWRPO23N000000742,자연_공원,불암소공원,서울특별시,노원구,서울특별시 노원구 한글비석로19길 28 (중계동),서울특별시 노원구 중계동 453 노원수학문화관
KCOWRPO23N000000743,자연_공원,노원골 만남의광장,서울특별시,노원구,서울특별시 노원구 동일로242길 109 (상계동),서울특별시 노원구 상계동 1002
KCOWRPO23N000000744,자연_공원,천상병공원,서울특별시,노원구,서울특별시 노원구 동일로242길 75 (상계동),서울특별시 노원구 상계동 1121-58
KCOWRPO23N000000745,자연_공원,비콘과대망사이,서울특별시,노원구,"서울특별시 노원구 동일로242라길 21-11 (상계동, 비콘드림힐아파트)",서울특별시 노원구 상계동 1308 비콘드림힐아파트
KCOWRPO23N000000746,자연_공원,중계1동 소공원,서울특별시,노원구,"서울특별시 노원구 덕릉로71길 5 (중계동, 성원아파트)",서울특별시 노원구 중계동 580 성원아파트
KCOWRPO23N000000747,자연_공원,소방파출소,서울특별시,노원구,서울특별시 노원구 노원로26길 111 (상계동),서울특별시 노원구 상계동 197-9 상계119안전센터
KCOWRPO23N000000748,자연_공원,순복음교회 뒤,서울특별시,노원구,서울특별시 노원구 상계로10길 41-7 (상계동),서울특별시 노원구 상계동 330-13
KCOWRPO23N000000749,자연_공원,순복음 목재소,서울특별시,노원구,서울특별시 노원구 노원로 444 (상계동),서울특별시 노원구 상계동 330-26
KCOWRPO23N000000750,자연_공원,상계2동 마을숲,서울특별시,노원구,서울특별시 노원구 상계로10길 14 (상계동),서울특별시 노원구 상계동 373-13
KCOWRPO23N000000751,자연_공원,현대 초입,서울특별시,노원구,서울특별시 노원구 덕릉로112길 48 (상계동),서울특별시 노원구 상계동 107-1793
KCOWRPO23N000000752,자연_공원,간촌 인근,서울특별시,노원구,서울특별시 노원구 한글비석로24다길 18-2 (상계동),서울특별시 노원구 상계동 156-65
KCOWRPO23N000000753,자연_공원,상계초,서울특별시,노원구,서울특별시 노원구 상계로9길 39 (상계동),서울특별시 노원구 상계동 402-1 상계초등학교
KCOWRPO23N000000754,자연_공원,계상초 인근,서울특별시,노원구,"서울특별시 노원구 한글비석로 479 (상계동, 보람아파트1단지)",서울특별시 노원구 상계동 685 보람아파트1단지
KCOWRPO23N000000755,자연_공원,석계역문화공원,서울특별시,노원구,서울특별시 노원구 화랑로 331-2 (월계동),서울특별시 노원구 월계동 47-8 가로판매대
KCOWRPO23N000000756,자연_공원,공릉가로공원,서울특별시,노원구,서울특별시 노원구 화랑로 440-2 (공릉동),서울특별시 노원구 공릉동 678-2 가로판매대
KCOWRPO23N000000757,자연_공원,상계 5,서울특별시,노원구,"서울특별시 노원구 한글비석로44길 13 (상계동, 천우빌라)",서울특별시 노원구 상계동 164-8 천우빌라
KCOWRPO23N000000758,자연_공원,한천가로공원,서울특별시,노원구,서울특별시 노원구 섬밭로 88 (공릉동),서울특별시 노원구 공릉동 404-8
KCOWRPO23N000000759,자연_공원,우이천가로공원,서울특별시,강북구,"서울특별시 강북구 한천로105길 23 (번동, 번동1단지주공아파트)",서울특별시 강북구 번동 242 번동1단지주공아파트
KCOWRPO23N000000760,자연_공원,월계2동쌈지(신화연립),서울특별시,노원구,서울특별시 노원구 우이천로2길 29 (월계동),서울특별시 노원구 월계동 912-1
KCOWRPO23N000000761,자연_공원,월계2동쌈지(신우빌라),서울특별시,노원구,"서울특별시 노원구 우이천로 66 (월계동, 신우빌라)",서울특별시 노원구 월계동 877 신우빌라
KCOWRPO23N000000762,자연_공원,중계본동 보호수 근처,서울특별시,노원구,서울특별시 노원구 중계로 123 (중계동),서울특별시 노원구 중계동 311-14 서울노원우체국
KCOWRPO23N000000763,자연_공원,원암유치원,서울특별시,노원구,"서울특별시 노원구 중계로14라길 39 (중계동, 민하우스)",서울특별시 노원구 중계동 90-78 민하우스
KCOWRPO23N000000764,자연_공원,상계5동 쌈지마당,서울특별시,노원구,서울특별시 노원구 한글비석로39길 16-8 (상계동),서울특별시 노원구 상계동 167-18
KCOWRPO23N000000765,자연_공원,상계5동 간촌마을 가로공원,서울특별시,노원구,"서울특별시 노원구 한글비석로 480 (상계동, 보람아파트2단지)",서울특별시 노원구 상계동 639 보람아파트2단지
KCOWRPO23N000000766,자연_공원,힐링숲,서울특별시,노원구,서울특별시 노원구 한글비석로31가길 34 (상계동),서울특별시 노원구 상계동 441-2
KCOWRPO23N000000767,자연_공원,해바라기,서울특별시,노원구,서울특별시 노원구 공릉로59가길 28 (하계동),서울특별시 노원구 하계동 155-1
KCOWRPO23N000000773,자연_공원,암사공원,서울특별시,강동구,서울특별시 강동구 고덕로28길 36 (암사동),서울특별시 강동구 암사동 산59-2 암사4공영주차장
KCOWRPO23N000000774,자연_공원,천일공원,서울특별시,강동구,서울특별시 강동구 구천면로42길 60 (천호동),서울특별시 강동구 천호동 87-26 천호동 노외주차장
KCOWRPO23N000000775,자연_공원,당말공원,서울특별시,강동구,서울특별시 강동구 진황도로29길 34 (천호동),서울특별시 강동구 천호동 167-195 천호동공영주차장
KCOWRPO23N000000777,자연_공원,꽃보라공원,서울특별시,강동구,"서울특별시 강동구 아리수로93길 40 (강일동, 강일리버파크3단지아파트)",서울특별시 강동구 강일동 674 강일리버파크3단지아파트
KCOWRPO23N000000778,자연_공원,윤슬공원,서울특별시,강동구,"서울특별시 강동구 아리수로94길 19 (강일동, 강일리버파크6단지아파트)",서울특별시 강동구 강일동 684 강일리버파크6단지아파트
KCOWRPO23N000000780,자연_공원,나루공원,서울특별시,강동구,"서울특별시 강동구 올림픽로89길 57 (천호동, 강변그대家(가) River View(리버 뷰))",서울특별시 강동구 천호동 569 강변그대家(가) River View(리버 뷰)
KCOWRPO23N000000783,자연_공원,암사공원,서울특별시,강동구,서울특별시 강동구 고덕로28길 36 (암사동),서울특별시 강동구 암사동 산59-2 암사4공영주차장
KCOWRPO23N000000853,자연_공원,꿈나무,서울특별시,동작구,"서울특별시 동작구 장승배기로4길 9 (상도동, 상도 더샵아파트)",서울특별시 동작구 상도동 521 상도 더샵아파트
KCOWRPO23N000000868,자연_공원,상계 1,서울특별시,노원구,서울특별시 노원구 동일로 1661 (상계동),서울특별시 노원구 상계동 1118-100
KCOWRPO23N000000869,자연_공원,상계 3,서울특별시,노원구,서울특별시 노원구 덕릉로 774 (상계동),서울특별시 노원구 상계동 96-7
KCOWRPO23N000000870,자연_공원,공릉2(산업대앞),서울특별시,노원구,서울특별시 노원구 공릉로 245 (공릉동),서울특별시 노원구 공릉동 462-5
KCOWRPO23N000000871,자연_공원,쌈지마당,서울특별시,노원구,서울특별시 노원구 중계로6길 82-3 (중계동),서울특별시 노원구 중계동 16-2
KCOWRPO23N000000872,자연_공원,"우체국 옆(엠코, 태릉입구 5번 출구)",서울특별시,노원구,"서울특별시 노원구 동일로 986 (공릉동, 노원 프레미어스 엠코)",서울특별시 노원구 공릉동 670-20 노원 프레미어스 엠코
KCOWRPO23N000000873,자연_공원,노원역 역사문화마당,서울특별시,노원구,서울특별시 노원구 노해로75길 14-2 (상계동),서울특별시 노원구 상계동 704 중앙빌딩
KCOWRPO23N000000874,자연_공원,양지마을마당,서울특별시,노원구,서울특별시 노원구 덕릉로 583 (중계동),서울특별시 노원구 중계동 413-19 하이마트중계점
KCOWRPO23N000000875,자연_공원,공릉3동소공원,서울특별시,노원구,"서울특별시 노원구 동일로191가길 59 (공릉동, 공릉동 신도1차아파트)",서울특별시 노원구 공릉동 748 공릉동 신도1차아파트
KCOWRPO23N000000876,자연_공원,주민소통공간,서울특별시,노원구,서울특별시 노원구 한글비석로36길 28 (상계동),서울특별시 노원구 상계동 156-147
KCOWRPO23N000000877,자연_공원,성북역,서울특별시,노원구,"서울특별시 노원구 광운로19길 38 (월계동, 성북역신도브래뉴)",서울특별시 노원구 월계동 941 성북역신도브래뉴
KCOWRPO23N000000879,자연_공원,산성미소지움 앞,서울특별시,노원구,서울특별시 노원구 노원로1길 68 (공릉동),서울특별시 노원구 공릉동 87-7 공릉2동청사
KCOWRPO23N000000880,자연_공원,우남아파트 앞,서울특별시,노원구,"서울특별시 노원구 화랑로 355 (월계동, 우남아파트)",서울특별시 노원구 월계동 930 우남아파트
KCOWRPO23N000000881,자연_공원,석계역 굴다리,서울특별시,노원구,서울특별시 노원구 석계로8가길 2 (월계동),서울특별시 노원구 월계동 66-7 월계1동 경로당
KCOWRPO23N000000882,자연_공원,월계 현대아파트앞,서울특별시,노원구,"서울특별시 노원구 석계로 49 (월계동, 현대아파트)",서울특별시 노원구 월계동 929 현대아파트
KCOWRPO23N000000902,자연_공원,성내공원,서울특별시,강동구,서울특별시 강동구 성내로3가길 71 (성내동),서울특별시 강동구 성내동 533 구립성내1동경로당
KCOWRPO23N000000927,자연_공원,금남,서울특별시,성동구,서울특별시 성동구 금호산8길 13 (금호동3가),서울특별시 성동구 금호동3가 700 금호자이2차
KCOWRPO23N000001014,자연_공원,훈련원공원,서울특별시,중구,서울특별시 중구 을지로 227 (을지로5가),서울특별시 중구 을지로5가 40-3 훈련원공원
KCOWRPO23N000001015,자연_공원,무학봉공원,서울특별시,중구,서울특별시 중구 난계로6길 8 (신당동),서울특별시 중구 신당동 산12-75 무학봉 근린공원 다목적 체력단련장
KCOWRPO23N000001018,자연_공원,압구정목련공원,서울특별시,강남구,"서울특별시 강남구 압구정로39길 58 (압구정동, 현대아파트)",서울특별시 강남구 압구정동 464 현대아파트
KCOWRPO23N000001021,자연_공원,삼성까치공원,서울특별시,강남구,서울특별시 강남구 봉은사로105길 46 (삼성동),서울특별시 강남구 삼성동 85-9
KCOWRPO23N000001022,자연_공원,청담은행나무공원,서울특별시,강남구,서울특별시 강남구 도산대로67길 15 (청담동),서울특별시 강남구 청담동 94-4
KCOWRPO23N000001023,자연_공원,청담목련공원,서울특별시,강남구,"서울특별시 강남구 도산대로92길 10 (청담동, 청담대우유로카운티)",서울특별시 강남구 청담동 50-5 청담대우유로카운티
KCOWRPO23N000001024,자연_공원,도곡까치공원,서울특별시,강남구,서울특별시 강남구 논현로26길 34 (도곡동),서울특별시 강남구 도곡동 455
KCOWRPO23N000001028,자연_공원,역삼무궁화공원,서울특별시,강남구,서울특별시 강남구 역삼로 117 (역삼동),서울특별시 강남구 역삼동 830-23 역서치안센터
KCOWRPO23N000001029,자연_공원,역삼개나리공원,서울특별시,강남구,서울특별시 강남구 논현로79길 24 (역삼동),서울특별시 강남구 역삼동 739-15
KCOWRPO23N000001031,자연_공원,역삼은행나무공원,서울특별시,강남구,서울특별시 강남구 논현로105길 31 (역삼동),서울특별시 강남구 역삼동 611-2
KCOWRPO23N000001032,자연_공원,대치목련공원,서울특별시,강남구,서울특별시 강남구 도곡로77길 22 (대치동),서울특별시 강남구 대치동 929-10
KCOWRPO23N000001034,자연_공원,대치은행나무공원,서울특별시,강남구,서울특별시 강남구 선릉로76길 11 (대치동),서울특별시 강남구 대치동 899-25 한티경로당
KCOWRPO23N000001035,자연_공원,돌곶이,서울특별시,노원구,서울특별시 노원구 석계로13길 23-10 (월계동),서울특별시 노원구 월계동 429-12
KCOWRPO23N000001036,자연_공원,두루미,서울특별시,노원구,"서울특별시 노원구 동일로227길 85 (상계동, 상계주공11단지아파트)",서울특별시 노원구 상계동 656 상계주공11단지아파트
KCOWRPO23N000001037,자연_공원,들국화,서울특별시,노원구,서울특별시 노원구 동일로207길 50 (중계동),서울특별시 노원구 중계동 501-9
KCOWRPO23N000001039,자연_공원,목  련,서울특별시,노원구,"서울특별시 노원구 공릉로58다길 5 (하계동, 메카)",서울특별시 노원구 하계동 166-10 메카
KCOWRPO23N000001042,자연_공원,물보라,서울특별시,노원구,"서울특별시 노원구 동일로216길 92 (상계동, 한양아파트)",서울특별시 노원구 상계동 757 한양아파트
KCOWRPO23N000001043,자연_공원,민들레,서울특별시,노원구,"서울특별시 노원구 노원로 564 (상계동, 상계주공10단지아파트)",서울특별시 노원구 상계동 666 상계주공10단지아파트
KCOWRPO23N000001044,자연_공원,반  디,서울특별시,노원구,"서울특별시 노원구 노원로 564 (상계동, 상계주공10단지아파트)",서울특별시 노원구 상계동 666 상계주공10단지아파트
KCOWRPO23N000001045,자연_공원,배  꽃,서울특별시,노원구,서울특별시 노원구 화랑로51나길 68 (공릉동),서울특별시 노원구 공릉동 123 안식일태릉교회
KCOWRPO23N000001046,자연_공원,백  합,서울특별시,노원구,"서울특별시 노원구 노원로 331 (중계동, 시영3단지목련아파트)",서울특별시 노원구 중계동 514-3 시영3단지목련아파트
KCOWRPO23N000001047,자연_공원,별  빛,서울특별시,노원구,서울특별시 노원구 동일로175길 39 (공릉동),서울특별시 노원구 공릉동 609-2 은행주택
KCOWRPO23N000001048,자연_공원,봉숭아,서울특별시,노원구,서울특별시 노원구 한글비석로25길 22 (상계동),서울특별시 노원구 상계동 389-628
KCOWRPO23N000001049,자연_공원,불  암,서울특별시,노원구,"서울특별시 노원구 덕릉로112길 24 (상계동, 청암1단지아파트)",서울특별시 노원구 상계동 1275 청암1단지아파트
KCOWRPO23N000001051,자연_공원,뻐꾸기,서울특별시,노원구,"서울특별시 노원구 노원로16길 15 (하계동, 중계주공9단지아파트)",서울특별시 노원구 하계동 256 중계주공9단지아파트
KCOWRPO23N000001052,자연_공원,사  랑,서울특별시,노원구,"서울특별시 노원구 동일로213길 21 (상계동, 상계주공1단지아파트)",서울특별시 노원구 상계동 765 상계주공1단지아파트
KCOWRPO23N000001053,자연_공원,산철쭉,서울특별시,노원구,서울특별시 노원구 동일로 1593 (상계동),서울특별시 노원구 상계동 963-27 서원상가
KCOWRPO23N000001171,자연_공원,중앙근린공원,서울특별시,서대문구,서울특별시 서대문구 거북골로 145 (북가좌동),서울특별시 서대문구 북가좌동 480 중앙근린공원 공중화장실
KCOWRPO23N000001331,자연_공원,장미공원,서울특별시,광진구,서울특별시 광진구 구의강변로3길 39 (구의동),서울특별시 광진구 구의동 590-2 구의새마을경로당
KCOWRPO23N000001361,자연_공원,다람쥐,서울특별시,양천구,"서울특별시 양천구 목동동로 100 (신정동, 목동신시가지아파트13단지)",서울특별시 양천구 신정동 327 목동신시가지아파트13단지
KCOWRPO23N000001420,자연_공원,꽃동네,서울특별시,강서구,서울특별시 강서구 허준로 47-1 (가양동),서울특별시 강서구 가양동 1461-1 공중화장실
KCOWRPO23N000001451,자연_공원,원터공원,서울특별시,강동구,서울특별시 강동구 양재대로147길 18 (명일동),서울특별시 강동구 명일동 312-37
KCOWRPO23N000001455,자연_공원,동자공원,서울특별시,강동구,"서울특별시 강동구 고덕로80길 99 (상일동, 고덕센트럴 IPARK)",서울특별시 강동구 상일동 513 고덕센트럴 IPARK
KCOWRPO23N000001456,자연_공원,샘터공원,서울특별시,강동구,서울특별시 강동구 동남로 990 (고덕동),서울특별시 강동구 고덕동 287 샘터근린공원 배드민턴장
KCOWRPO23N000001458,자연_공원,동명공원,서울특별시,강동구,서울특별시 강동구 아리수로78길 23 (고덕동),서울특별시 강동구 고덕동 229 동명근린공원 화장실
KCOWRPO23N000001459,자연_공원,상일공원,서울특별시,강동구,서울특별시 강동구 상암로79가길 3 (상일동),서울특별시 강동구 상일동 188 상일치안센터
KCOWRPO23N000001470,자연_공원,천일골목공원,서울특별시,강동구,서울특별시 강동구 진황도로27다길 30 (천호동),서울특별시 강동구 천호동 192-21
KCOWRPO23N000001474,자연_공원,성내공원,서울특별시,강동구,서울특별시 강동구 성내로3가길 71 (성내동),서울특별시 강동구 성내동 533 구립성내1동경로당
KCOWRPO23N000001475,자연_공원,샛마을공원,서울특별시,강동구,서울특별시 강동구 구천면로 441 (명일동),서울특별시 강동구 명일동 288 샛마을 근린공원 화장실
KCOWRPO23N000001477,자연_공원,꿈나래공원,서울특별시,강동구,서울특별시 강동구 아리수로64길 29 (고덕동),서울특별시 강동구 고덕동 536 고일경로당
KCOWRPO23N000001478,자연_공원,곰돌이공원,서울특별시,강동구,"서울특별시 강동구 고덕로61길 34 (고덕동, 고덕공무원아파트)",서울특별시 강동구 고덕동 307 고덕공무원아파트
KCOWRPO23N000001479,자연_공원,한우물공원,서울특별시,강동구,서울특별시 강동구 아리수로72길 60-16 (고덕동),서울특별시 강동구 고덕동 253 구립방죽말경로당
KCOWRPO23N000001481,자연_공원,말우물공원,서울특별시,강동구,서울특별시 강동구 상일로21길 14-7 (고덕동),서울특별시 강동구 고덕동 178 고덕2동경로당
KCOWRPO23N000001482,자연_공원,미리내공원,서울특별시,강동구,"서울특별시 강동구 고덕로 360 (상일동, 고덕아르테온)",서울특별시 강동구 상일동 520 고덕아르테온
KCOWRPO23N000001483,자연_공원,동자공원,서울특별시,강동구,"서울특별시 강동구 고덕로80길 99 (상일동, 고덕센트럴 IPARK)",서울특별시 강동구 상일동 513 고덕센트럴 IPARK
KCOWRPO23N000001484,자연_공원,게내공원,서울특별시,강동구,서울특별시 강동구 상일로5길 26 (상일동),서울특별시 강동구 상일동 278 상일동 경로당
KCOWRPO23N000001582,자연_공원,노  해,서울특별시,노원구,서울특별시 노원구 노원로22길 1 (중계동),서울특별시 노원구 중계동 360-18 중계구민체육센터
KCOWRPO23N000001583,자연_공원,느티울,서울특별시,노원구,서울특별시 노원구 동일로213길 52 (상계동),서울특별시 노원구 상계동 742 당현초등학교
KCOWRPO23N000001584,자연_공원,늘푸른,서울특별시,강북구,서울특별시 강북구 솔매로 69-7 (미아동),서울특별시 강북구 미아동 762-18 흰돌교회
KCOWRPO23N000001585,자연_공원,다람쥐,서울특별시,양천구,"서울특별시 양천구 목동동로 100 (신정동, 목동신시가지아파트13단지)",서울특별시 양천구 신정동 327 목동신시가지아파트13단지
KCOWRPO23N000001586,자연_공원,당  현,서울특별시,노원구,서울특별시 노원구 덕릉로83길 12 (중계동),서울특별시 노원구 중계동 154-8 우일빌딩
KCOWRPO23N000001587,자연_공원,당현천,서울특별시,노원구,서울특별시 노원구 동일로 1342 (상계동),서울특별시 노원구 상계동 761-1 상계백병원
KCOWRPO23N000001711,자연_공원,탄천근린공원,서울특별시,강남구,서울특별시 강남구 광평로60길 16 (수서동),서울특별시 강남구 수서동 722 탄천근린공원 화장실
KCOWRPO23N000001712,자연_공원,한솔근린공원,서울특별시,강남구,서울특별시 강남구 광평로10길 14-17 (일원동),서울특별시 강남구 일원동 732 한솔근린공원 화장실
KCOWRPO23N000001713,자연_공원,학동근린공원,서울특별시,강남구,서울특별시 강남구 강남대로140길 47 (논현동),서울특별시 강남구 논현동 26
KCOWRPO23N000001714,자연_공원,삼성은행나무근린공원,서울특별시,강남구,"서울특별시 강남구 학동로68길 30 (삼성동, 삼성동중앙하이츠빌리지)",서울특별시 강남구 삼성동 14-1 삼성동중앙하이츠빌리지
KCOWRPO23N000001716,자연_공원,싸리고개근린공원,서울특별시,강남구,"서울특별시 강남구 도곡로14길 14-1 (도곡동, 파크힐)",서울특별시 강남구 도곡동 550-1 파크힐
KCOWRPO23N000001722,자연_공원,도산근린공원,서울특별시,강남구,서울특별시 강남구 도산대로45길 20 (신사동),서울특별시 강남구 신사동 649-9 도산전시관
KCOWRPO23N000001730,자연_공원,새뜰근린공원,서울특별시,강남구,"서울특별시 강남구 도곡로57길 12 (역삼동, 역삼2차아이파크)",서울특별시 강남구 역삼동 765-32 역삼2차아이파크
KCOWRPO23N000001731,자연_공원,수서제2근린공원,서울특별시,강남구,서울특별시 강남구 광평로 144 (수서동),서울특별시 강남구 수서동 749 서울시립 수서청소년수련원
KCOWRPO23N000001734,자연_공원,세곡동 근린공원1,서울특별시,강남구,서울특별시 강남구 헌릉로590길 55 (세곡동),서울특별시 강남구 세곡동 525-1 세곡동해오름근린공원
KCOWRPO23N000001735,자연_공원,광평공원,서울특별시,강남구,서울특별시 강남구 광평로31길 20 (수서동),서울특별시 강남구 수서동 산10-1
KCOWRPO23N000001775,자연_공원,행복한,서울특별시,성북구,"서울특별시 성북구 길음로 33 (길음동, 길음뉴타운)",서울특별시 성북구 길음동 1284 길음뉴타운
KCOWRPO23N000001792,자연_공원,은행,서울특별시,금천구,서울특별시 금천구 금하로 689-2 (시흥동),서울특별시 금천구 시흥동 836
KCOWRPO23N000003400,자연_공원,한빛미디어파크,서울특별시,중구,서울특별시 중구 남대문로10길 51 (삼각동),서울특별시 중구 삼각동 118
KCOWRPO23N000003403,자연_공원,다산어린이공원,서울특별시,중구,서울특별시 중구 다산로42다길 18 (신당동),서울특별시 중구 신당동 123-1 다산어린이공원 화장실
KCOWRPO23N000003409,자연_공원,노유산공원,서울특별시,광진구,서울특별시 광진구 아차산로32길 17 (자양동),서울특별시 광진구 자양동 5-7 자양4동 어린이집
KCOWRPO23N000003410,자연_공원,동자공원,서울특별시,광진구,서울특별시 광진구 자양번영로3길 16 (자양동),서울특별시 광진구 자양동 582-19
KCOWRPO23N000003411,자연_공원,금모래공원,서울특별시,광진구,서울특별시 광진구 뚝섬로56길 28 (자양동),서울특별시 광진구 자양동 651-50 자양제2동제1경로당
KCOWRPO23N000003412,자연_공원,언덕배기공원,서울특별시,광진구,서울특별시 광진구 뚝섬로62길 24 (자양동),서울특별시 광진구 자양동 686-52 언덕배기공원 공중화장실
KCOWRPO23N000003413,자연_공원,장독골공원,서울특별시,광진구,서울특별시 광진구 아차산로40길 46 (자양동),서울특별시 광진구 자양동 804-10
KCOWRPO23N000003414,자연_공원,자마장공원,서울특별시,광진구,서울특별시 광진구 자양로13길 41 (자양동),서울특별시 광진구 자양동 630 자마장공원 공중화장실
KCOWRPO23N000003415,자연_공원,정말공원,서울특별시,광진구,서울특별시 광진구 자양로13다길 34 (자양동),서울특별시 광진구 자양동 619-20 정말공원 공중화장실
KCOWRPO23N000003417,자연_공원,평강공원,서울특별시,광진구,서울특별시 광진구 광장로1가길 31 (광장동),서울특별시 광진구 광장동 387-1
