ESNTL_ID,MLSFC_NM,FCLTY_NM,CTPRVN_NM,SIGNGU_NM,FCLTY_ROAD_NM_ADDR,LNM_ADDR
KCOEFPO23N000000142,문화시설_교육_시니어,국민대학교평생교육원,서울특별시,성북구,서울특별시 성북구 정릉로 77 (정릉동),서울특별시 성북구 정릉동 861-1 국민대학교
KCOEFPO23N000000144,문화시설_교육_시니어,윌비스원격평생교육원,서울특별시,관악구,서울특별시 관악구 호암로26길 13 (신림동),서울특별시 관악구 신림동 1514-6 세정
KCOEFPO23N000000149,문화시설_교육_시니어,신세계원격평생교육원,서울특별시,중구,서울특별시 중구 퇴계로36나길 18 (필동2가),서울특별시 중구 필동2가 84-123
KCOEFPO23N000000161,문화시설_교육_시니어,국제정보법률평생교육원,서울특별시,구로구,서울특별시 구로구 구로중앙로 228 (신도림동),서울특별시 구로구 신도림동 399 기임빌딩
KCOEFPO23N000000165,문화시설_교육_시니어,배움사이버평생교육원,서울특별시,강남구,서울특별시 강남구 언주로 727 (논현동),서울특별시 강남구 논현동 70-6 트리스빌딩
KCOEFPO23N000000167,문화시설_교육_시니어,총신대학교평생교육원,서울특별시,동작구,서울특별시 동작구 사당로 143 (사당동),서울특별시 동작구 사당동 200-1 대한예수교장로회총회신학원
KCOEFPO23N000000181,문화시설_교육_시니어,베리트원격평생교육원,서울특별시,영등포구,서울특별시 영등포구 당산로 159 (당산동4가),서울특별시 영등포구 당산동4가 39-5
KCOEFPO23N000000183,문화시설_교육_시니어,숭의여자대학교평생교육원,서울특별시,중구,서울특별시 중구 소파로2길 10 (예장동),서울특별시 중구 예장동 8-3 숭의여자대학교
KCOEFPO23N000000185,문화시설_교육_시니어,서일대학교평생교육원,서울특별시,중랑구,서울특별시 중랑구 용마산로90길 28-6 (면목동),서울특별시 중랑구 면목동 49-3 서일대학
KCOEFPO23N000000191,문화시설_교육_시니어,꿈터평생교육원,서울특별시,관악구,서울특별시 관악구 남부순환로210길 24 (봉천동),서울특별시 관악구 봉천동 919-27 꿈꾸는교회
KCOEFPO23N000000192,문화시설_교육_시니어,연합플러스평생교육원,서울특별시,구로구,서울특별시 구로구 경인로 548 (구로동),서울특별시 구로구 구로동 598-13 유림빌딩
KCOEFPO23N000000205,문화시설_교육_시니어,숭실대학교평생교육원,서울특별시,동작구,서울특별시 동작구 상도로 369 (상도동),서울특별시 동작구 상도동 511 숭실대학교
KCOEFPO23N000000213,문화시설_교육_시니어,싸이몬원격평생교육원,서울특별시,송파구,서울특별시 송파구 법원로 114 (문정동),서울특별시 송파구 문정동 643-1 엠스테이트
KCOEFPO23N000000217,문화시설_교육_시니어,자전거평생교육원,서울특별시,동대문구,서울특별시 동대문구 천호대로 38 (신설동),서울특별시 동대문구 신설동 93-3
KCOEFPO23N000000221,문화시설_교육_시니어,한양건축평생교육원,서울특별시,은평구,서울특별시 은평구 서오릉로 110 (대조동),서울특별시 은평구 대조동 172-56 삼두빌딩
KCOEFPO23N000000227,문화시설_교육_시니어,천주교사제평생교육원,서울특별시,종로구,서울특별시 종로구 창경궁로 296-12 (혜화동),서울특별시 종로구 혜화동 90-1 카톨릭대학교
KCOEFPO23N000000231,문화시설_교육_시니어,제일평생교육원,서울특별시,영등포구,서울특별시 영등포구 도림로39길 11-8 (대림동),서울특별시 영등포구 대림동 713 대광빌딩
KCOEFPO23N000000232,문화시설_교육_시니어,예능평생교육원,서울특별시,종로구,서울특별시 종로구 평창문화로 81-5 (평창동),서울특별시 종로구 평창동 156 예능교회
KCOEFPO23N000000255,문화시설_교육_시니어,한국어교사원격평생교육원,서울특별시,금천구,서울특별시 금천구 가산디지털1로 219 (가산동),서울특별시 금천구 가산동 481-4 벽산디지털밸리6차
KCOEFPO23N000000256,문화시설_교육_시니어,유엔아이평생교육원,서울특별시,송파구,서울특별시 송파구 오금로 183 (방이동),서울특별시 송파구 방이동 115-20 가람빌딩
KCOEFPO23N000000261,문화시설_교육_시니어,강동취업전문평생교육원,서울특별시,강동구,서울특별시 강동구 구천면로42길 59 (천호동),"서울특별시 강동구 천호동 76-2 천호1파출소, 천호1동주민센터"
KCOEFPO23N000000275,문화시설_교육_시니어,미래한반도여성협회희망누리평생교육원,서울특별시,영등포구,서울특별시 영등포구 문래로 79-4 (문래동3가),서울특별시 영등포구 문래동3가 82-8 태양프라자
KCOEFPO23N000000276,문화시설_교육_시니어,미래한반도여성협회희망누리평생교육원,서울특별시,양천구,서울특별시 양천구 목동서로 131 (목동),서울특별시 양천구 목동 905-29
KCOEFPO23N000000279,문화시설_교육_시니어,서울벤처정보대학원대학교평생교육원,서울특별시,강남구,서울특별시 강남구 봉은사로 405 (삼성동),서울특별시 강남구 삼성동 37-18 서울벤처대학원대학교
KCOEFPO23N000000280,문화시설_교육_시니어,이화여자대학교글로벌미래평생교육원,서울특별시,서대문구,서울특별시 서대문구 이화여대길 52 (대현동),서울특별시 서대문구 대현동 11-1 이화여자대학교
KCOEFPO23N000000281,문화시설_교육_시니어,호서대학교벤처전문대학원평생교육원,서울특별시,서초구,서울특별시 서초구 남부순환로 2497 (서초동),서울특별시 서초구 서초동 1422-7
KCOEFPO23N000000284,문화시설_교육_시니어,부동산전문가협회이엔알평생교육원,서울특별시,서초구,서울특별시 서초구 서초대로54길 24 (서초동),서울특별시 서초구 서초동 1659-13
KCOEFPO23N000000289,문화시설_교육_시니어,국제MBPA유엔아이평생교육원,서울특별시,송파구,서울특별시 송파구 거마로 76 (마천동),서울특별시 송파구 마천동 43 쌍마빌딩
KCOEFPO23N000000290,문화시설_교육_시니어,국제영어대학원대학교평생교육원,서울특별시,강동구,서울특별시 강동구 양재대로81길 89 (성내동),서울특별시 강동구 성내동 448-10 혁제빌딩
KCOEFPO23N000000292,문화시설_교육_시니어,동국대학교서울캠퍼스평생교육원,서울특별시,중구,서울특별시 중구 필동로1길 30 (필동3가),서울특별시 중구 필동3가 26-1 동국대학교
KCOEFPO23N000000293,문화시설_교육_시니어,비전원격평생교육원학습지원센터,서울특별시,영등포구,서울특별시 영등포구 영등포로36길 16 (영등포동4가),서울특별시 영등포구 영등포동4가 114
KCOEFPO23N000000297,문화시설_교육_시니어,한국열린사이버대학교평생교육원,서울특별시,중랑구,"서울특별시 중랑구 망우로 353 (상봉동, 상봉 프레미어스 엠코)",서울특별시 중랑구 상봉동 500 상봉 프레미어스 엠코
KCOEFPO23N000000298,문화시설_교육_시니어,한성대학교디자인아트평생교육원,서울특별시,성북구,서울특별시 성북구 삼선교로16길 116 (삼선동2가),서울특별시 성북구 삼선동2가 389 한성대학교
KCOEFPO23N000000300,문화시설_교육_시니어,KTINNOEDU평생교육원,서울특별시,영등포구,서울특별시 영등포구 여의나루로 81 (여의도동),서울특별시 영등포구 여의도동 24-5 한마루빌딩
KCOEFPO23N000000304,문화시설_교육_시니어,대한주택관리사협회평생교육원,서울특별시,금천구,서울특별시 금천구 가산디지털1로 168 (가산동),서울특별시 금천구 가산동 371-28 우림라이온스밸리
KCOEFPO23N000000309,문화시설_교육_시니어,케이스터디한국원격평생교육원,서울특별시,종로구,서울특별시 종로구 종로31길 36 (연지동),서울특별시 종로구 연지동 204 위너스 빌딩
KCOEFPO23N000000310,문화시설_교육_시니어,크리에이티브쉐이크평생교육원,서울특별시,종로구,서울특별시 종로구 인사동길 12 (인사동),서울특별시 종로구 인사동 43 대일빌딩
KCOEFPO23N000000325,문화시설_교육_시니어,스마트에이치알디평생교육원,서울특별시,노원구,서울특별시 노원구 동일로239길 53 (상계동),서울특별시 노원구 상계동 1100-23 성원빌딩
KCOEFPO23N000000326,문화시설_교육_시니어,씨앤오HRD센터평생교육원,서울특별시,강남구,서울특별시 강남구 강남대로 546 (논현동),서울특별시 강남구 논현동 120-4 삼양빌딩
KCOEFPO23N000000331,문화시설_교육_시니어,KG아이티뱅크평생교육원,서울특별시,종로구,서울특별시 종로구 돈화문로 26 (묘동),서울특별시 종로구 묘동 56 단성사
KCOEFPO23N000000349,문화시설_교육_시니어,대신유니버시티평생교육원,서울특별시,강남구,서울특별시 강남구 삼성로51길 11 (대치동),서울특별시 강남구 대치동 611 강남대학교 카이로스빌딩
KCOEFPO23N000000350,문화시설_교육_시니어,덕성여자대학교평생교육원,서울특별시,종로구,서울특별시 종로구 삼일대로 460 (운니동),"서울특별시 종로구 운니동 114-7 덕성여자대학교교육대학원,문화산업대학원"
KCOEFPO23N000000351,문화시설_교육_시니어,동덕여자대학교평생교육원,서울특별시,성북구,서울특별시 성북구 화랑로13길 60 (하월곡동),서울특별시 성북구 하월곡동 23-1 동덕여자대학교
KCOEFPO23N000000355,문화시설_교육_시니어,보건복지사이버평생교육원,서울특별시,마포구,서울특별시 마포구 월드컵북로 136 (성산동),서울특별시 마포구 성산동 51-11 신안빌딩
KCOEFPO23N000000358,문화시설_교육_시니어,삼육보건대학교평생교육원,서울특별시,동대문구,서울특별시 동대문구 망우로 82 (휘경동),"서울특별시 동대문구 휘경동 29-1 삼육서울병원, 삼육보건대학교"
KCOEFPO23N000000360,문화시설_교육_시니어,서울시립대학교평생교육원,서울특별시,동대문구,서울특별시 동대문구 서울시립대로 163 (전농동),서울특별시 동대문구 전농동 694 서울시립대학교
KCOEFPO23N000000361,문화시설_교육_시니어,성신여자대학교평생교육원,서울특별시,성북구,서울특별시 성북구 보문로30길 50 (동선동2가),서울특별시 성북구 동선동2가 169-1 성신여자대학교미디어정보관
KCOEFPO23N000000365,문화시설_교육_시니어,알수록닷컴원격평생교육원,서울특별시,강남구,서울특별시 강남구 역삼로 428 (대치동),서울특별시 강남구 대치동 910 우일빌딩
KCOEFPO23N000000377,문화시설_교육_시니어,한국HRD원격평생교육원,서울특별시,송파구,서울특별시 송파구 중대로25길 20 (오금동),서울특별시 송파구 오금동 46-9 디에스빌딩
KCOEFPO23N000000382,문화시설_교육_시니어,한국조형예술원평생교육원,서울특별시,강남구,서울특별시 강남구 남부순환로355길 13 (도곡동),서울특별시 강남구 도곡동 954-19
KCOEFPO23N000000394,문화시설_교육_시니어,굿사이버원격평생교육원,서울특별시,마포구,서울특별시 마포구 희우정로1길 67 (합정동),서울특별시 마포구 합정동 448-5
KCOEFPO23N000000396,문화시설_교육_시니어,꼬망세영등포평생교육원,서울특별시,영등포구,서울특별시 영등포구 양산로 126 (당산동1가),서울특별시 영등포구 당산동1가 307 당산동 복합빌딩
KCOEFPO23N000000400,문화시설_교육_시니어,두드림사이버평생교육원,서울특별시,성동구,서울특별시 성동구 마장로46길 20-1 (마장동),서울특별시 성동구 마장동 778-3 대흥빌딩
KCOEFPO23N000000401,문화시설_교육_시니어,디딤에듀원격평생교육원,서울특별시,마포구,서울특별시 마포구 월드컵북로5가길 8-15 (서교동),서울특별시 마포구 서교동 448-14 문화본부
KCOEFPO23N000000403,문화시설_교육_시니어,명성아카데미평생교육원,서울특별시,중랑구,서울특별시 중랑구 면목로 352 (면목동),서울특별시 중랑구 면목동 458-1
KCOEFPO23N000000404,문화시설_교육_시니어,비에듀사이버평생교육원,서울특별시,구로구,서울특별시 구로구 디지털로33길 55 (구로동),서울특별시 구로구 구로동 197-10 이앤씨벤처드림타워2차
KCOEFPO23N000000406,문화시설_교육_시니어,서울상담심리평생교육원,서울특별시,중구,서울특별시 중구 다산로 150 (신당동),서울특별시 중구 신당동 370-24 태양빌딩
